,LDA_Component_1,LDA_Component_2,LDA_Component_3,LDA_Component_4,LDA_Component_5,LDA_Component_6,LDA_Component_7,LDA_Component_8,LDA_Component_9,LDA_Component_10,LDA_Component_11,LDA_Component_12,LDA_Component_13,LDA_Component_14,LDA_Component_15,LDA_Component_16,LDA_Component_17,LDA_Component_18,LDA_Component_19,LDA_Component_20,LDA_Component_21,LDA_Component_22,LDA_Component_23,LDA_Component_24,LDA_Component_25,LDA_Component_26,LDA_Component_27,LDA_Component_28,LDA_Component_29,LDA_Component_30,LDA_Component_31,LDA_Component_32,LDA_Component_33,LDA_Component_34,LDA_Component_35
cat__video_channel_Joao Vitor,0.0019335261661499196,0.006075958781118754,-0.009781199250271898,0.027730370532971685,0.025029106411539208,-0.0136722833348079,0.0033864317601327533,0.010861599393970182,-0.027571104912389708,-0.039497454928411876,0.002598970059771719,-0.07001637606297588,-0.11181421081084832,0.02249677160319908,-0.1371092679446,0.13113535340628618,-0.05655414024727075,0.01349206173893552,0.03817099378195284,-0.02956326633384712,0.010102010959796992,0.008930549347634334,0.03889741117207939,-0.056762894024580034,-0.14549011175255053,-0.16638104248472238,0.17352245542365594,-0.20958551624900754,-0.004773988026645708,0.007926010396974903,0.043197375149511046,0.12964695450975436,0.0076878576967099824,-0.09168353892357409,0.07283787859060767
cat__video_channel_Joao e Rodrigo,-0.006873731282371122,0.012693935881584155,-0.06934050842649171,-0.003976526068679375,0.036972313321741994,0.012292377353974671,0.001958583818831476,0.013936137428639209,0.062107005786050086,0.050399389420206,-0.011563131327050625,0.08445925790032553,0.0929265419270172,0.07526904176403222,0.027236731713261613,-0.011485848985971327,0.058528848749770976,0.017894129953351375,-0.021518843299451397,0.03906406475723904,0.029027392805496335,-0.01969242836701384,-0.012546084633706133,0.0049263809220017486,0.030384678760859214,-0.02289306429562607,-0.05102962782758569,0.008484012393328522,-0.027774127306083765,-0.04700334651394834,-0.006716094464429505,-0.022040818012104575,-0.01604665288672162,-0.061476481132406724,-0.03726287233389748
cat__video_channel_Joaquim Felix Oficial,-0.00057410487566468,-0.0013696667838624266,-0.0058209874791489286,-0.10957431787939914,-0.09048024725027581,0.002879627508828696,0.0061284522725843235,-0.008173471371419973,0.08413386987930851,0.05854115820029449,0.013727816643292676,0.028896494468964827,0.010343366723203193,0.02027507851205866,0.0541769759524539,-0.04599524291009618,0.00459815750661544,0.00395270802471852,-0.022518862177586422,-0.023006300627262923,-3.534293088558396e-05,-0.006826790999699413,-0.014779987113888272,0.007175161391366683,-0.004787957863417941,0.016247529235140355,0.004011022335378276,0.001904897553226961,-0.030310932080751272,-0.01494601633381849,-0.023381015007246517,-0.019186164848090246,-0.024154322842397002,0.016763093727641273,0.005041923466245951
cat__video_channel_Joel Trindade,0.034451470954294544,0.020309674397397642,-0.0011771821006806083,0.0005014728423926063,0.0002726361519305997,0.005812194999350018,0.008401092442273463,0.0007267811682340736,0.03992694512024427,0.004045386181139559,-0.0022502138634609196,0.019493642151832715,-0.008574586737642116,0.07113948912978316,-0.07147593495123965,0.016197945501080932,-0.004783033165709855,-0.031963528052343176,-0.014748248389364324,0.011147550126636053,-0.001773858342894644,0.02277885286785654,0.031754366529611354,0.03272740491084822,-0.020706517753409214,-0.0015925572866575045,0.012352940761890266,0.02452134032257806,-0.03139849500657444,0.03880692832110608,-0.016943059797212313,-0.0042243388923147085,-0.0024293818785175152,-0.03015454589527995,0.09358103201930733
cat__video_channel_Joenne Rocha,-0.021561279857540815,0.0011610482007000473,0.0023867335060219963,0.040464802203971466,-0.018317837326727412,0.002235659713241604,-0.008747320546653935,0.005465138896532546,0.004078798503036532,-0.0043613148945668085,-0.012742049691845546,-0.030556557971554342,-0.14174515241950963,-0.05685757446498633,0.1075741535216653,-0.10214533469830842,-0.09063480339702569,0.05134692384480204,0.04747578003632947,-0.06019012309037363,0.07993051783672359,-0.017263801295514417,-0.03375643159597682,-0.24855550309112526,-0.26741885753896133,-0.048224820116349834,-1.0474366000276694,0.46849280297360435,0.3547471620380704,0.03778263912638894,0.013397616761613242,0.059163772963881436,0.046275132420244995,-0.07211385810940488,0.08721411331600464
cat__video_channel_John,-0.00039650875978694897,0.036720945351232805,0.0011427847111825937,0.0001822258510717856,-0.0035398576454667464,0.0019322497191085006,-0.05259400937936166,0.0033968728236910693,-0.052117407977210116,0.027646248151439064,-0.013339561372029768,-0.04146724826669213,-0.027850418256220644,-0.10648971035075783,0.07716879697824819,-0.03651502652406855,0.014144785915255982,-0.01569021870041625,-0.13952308710701689,-0.022119099075112846,-0.007919916390219852,0.10462377529229629,0.053866046386590066,0.07759529616285986,0.022798616604221784,-0.004466176770812958,-0.04895393368913054,-0.045302948614355985,-0.02923403650007626,-0.041644071495061226,-0.019547088801944914,0.01827151401028719,0.09518276610808442,0.008568865240463549,0.10457285556704889
cat__video_channel_John Benedit,0.0067640491659920875,-0.03072103433530633,-0.008096880189824499,-0.010325405222832401,0.03086692939359117,0.010728518625481827,-0.006946846189973505,-0.06447236749382713,-0.021405281389775817,0.014754877267918966,-0.01859430014871555,-0.03462116169549188,-0.021032456049583127,-0.1608727732611589,0.22526731870525532,-0.12507447434594604,-0.3233294268614884,0.04307759191083776,0.1315193127141177,-0.08075164562846407,0.08706931198535292,0.15163552675315856,0.08064124772683938,0.006998895518641913,-0.13786832237649954,0.15299908195319875,0.14792930388439782,-0.05950496364234626,0.04959960592448973,-0.024350670535797796,0.03714322802269028,0.10387451190970504,0.05008256215944159,0.04557832987450893,0.15454703235303066
cat__video_channel_John Ferreira,0.0021900408801861057,0.02715716606689971,0.009479801048398814,-0.011525775596432372,-0.0009319861388901191,0.001574291602203646,-0.047553909752001446,-0.006395347615349163,-0.07868337761515247,0.043086902276848055,-0.007456379198617373,-0.07311339600848288,0.06105000506768991,-0.06881338232498241,0.09239162275917037,-0.03293888193879548,0.04872552398207073,-0.00669241133541725,-0.17590587523585482,0.028959324170106004,0.008877008133115113,0.0907595045950584,0.07691851243815741,0.06353486187039127,-0.03744921404856161,-0.03876752021067841,-0.09568767046528427,-0.011599585258153938,-0.013780831447800889,-0.07811781543764139,0.03325894700225434,0.02650015404988959,0.08831759162444028,0.11014289564533837,0.03278475264063878
cat__video_channel_Johnn Rosas,-0.012910014096758965,-0.021186102718774847,0.0030250318881539146,0.003559333909581795,0.0017276838896159636,0.0011225308870851081,-0.037016414488427976,-0.0032638918567391988,0.03535814660028281,0.02254082271290143,-0.03795401082161266,0.00032855004876647734,0.054477969088778014,0.028071348918856695,-0.006059975341893729,-0.012325223496545148,0.040392591617835295,0.0075324249637984475,-0.009601721989290005,0.04262164591378387,-0.03766697526289295,0.0026952357228558262,0.07499114024841873,-0.010342425419453108,-0.06750173195094823,0.03054321499209972,0.017342059557520533,-0.0807554229714293,0.02986217684237036,0.07755672732092124,0.028766524416592696,-0.020942232719098404,0.01030111041432238,0.0010935490215892999,0.13826944992846
cat__video_channel_Johnny Voxx,-0.014455092824777168,0.0008274144121830588,-0.010495927712146346,-0.031672757536394786,-0.001963254120423623,0.015114949326504897,-0.021485775765454712,0.007928976375692893,-0.029251754773274453,0.058319781126945566,0.015384748882746425,0.03261392759916491,0.1419594128133589,-0.04588680878083341,-0.017079817541020118,-0.04587630165788448,0.03465260019420241,0.003992111729575036,-0.03312955615928538,0.018070939671905303,-0.01978395679205504,0.05456398530923511,-0.06700407749051322,0.08680691628602652,0.20923296808657588,0.43187940876923886,0.07550870731142056,0.14090058509006456,-0.07021008246534992,-0.055867587308910505,-0.138406078952773,0.08195142740580633,0.05653727122051905,0.013378032191940418,-0.09468153217456268
cat__video_channel_Johny & Roger,-0.004058821474374371,-0.00024292994521753772,0.004385747179089078,0.04455369828809726,-0.021160985044590307,-0.011868732099473995,0.008628240583901707,0.007191064837793672,0.05275842147049346,0.038085280992540806,-0.006494790589071983,0.05446744375178639,0.00030413094190209896,0.10681917384107241,-0.019874561749269687,0.02247155525419649,0.041213611365331984,0.004317285983298729,-0.015447327328832718,-0.0009223208422531752,0.005383992620179893,0.04027254289411296,0.0034498855123290366,-0.020420332723368313,-0.0005558672174217669,-0.008450777125488022,0.07683758731300147,0.022660373965645672,-0.03783614761687167,-0.05121536993801213,-0.013221005847751469,-0.027278737245599524,0.02998830477343683,-0.029380565101207214,0.03379745413499458
cat__video_channel_Joice Terra,0.005420664609688353,-0.023482535480180484,0.0021564633880108938,-0.010978122381825313,-0.014802770751267695,-0.004812809727384285,0.0019937232888868886,0.008365180673823918,0.017234179328133654,0.014534145911957765,-0.030329662236717653,0.033302887336833294,0.03533077190429429,0.007087341369985289,3.996168961264507e-05,0.009300398679332912,0.007368801975678552,-0.13813679856904,0.04512103146302288,-0.014062605662257288,-0.0017642666246387752,-0.010041633123272659,-0.03162363603045085,-0.026165027376795828,-0.003730383110932202,0.07409839261942039,-0.00041260976667798166,0.011914652751731113,-0.0709834880446405,-0.024349035984471638,0.020184453472062887,-0.046645533801402586,-0.05424595621760733,0.1632707279237184,0.08922641940338376
cat__video_channel_Jonas Baker,-0.0026586495687612637,0.016190768273506632,-0.06630809633431368,0.02451895918216307,-0.06711512281821705,-0.00967181625076506,-0.014214319759812275,0.023474289423859873,-0.3192172661247585,-0.2665331257953529,1.726068899246605,1.0052931756541907,-0.5506693420437783,-0.1187203832542631,-0.15335943789241321,0.18818271718057084,-0.10345681720496916,-0.031624717950562785,-0.1263695725077621,-0.008646335455413982,-0.035688815453712885,0.05534087668646956,-0.04971938211012449,-0.0038125264276785142,0.03366986863642518,-0.06549999462693626,-0.019806960190102703,0.06118210495998881,-0.0985471418557372,-0.07967724908201862,-0.026557701750980087,0.0551615554050147,-0.004991939701215531,0.10338021409412929,0.09727887305538724
cat__video_channel_Jonas Muniz e Adriano,-0.011220621745542222,0.006450766969907802,-0.0028496957419172153,0.017416543072131658,0.021398892218135207,0.017795825223420023,-0.011722623121146181,0.016087136590257244,-0.011571762868543358,0.05365993555942983,0.028357115065127482,0.009888078148573457,-0.017300245169946094,-0.030967962870849026,0.0016681251598872507,-0.02460310663307261,0.003753856416371518,0.013090380014255967,0.01767368594927722,-0.06289433434313627,-0.036005179796673885,0.0558450833883996,-0.01680535141216844,0.0011496798390580659,0.05930279600070944,0.012691228171546342,0.08216357735062785,0.06631611792758571,0.018164576389929986,-0.07791576168040837,-0.031715476120755315,-0.04069983190635211,-0.018760636371613782,0.1262329093278296,-0.13367810307734335
cat__video_channel_Jonas e Vinícius,-0.00021297326447438432,-0.008913180034652494,-0.01910816262775456,-0.004545277784094186,0.0027637525985103406,0.005437209988066254,0.01632137659026169,0.00646372240831133,0.007592198322102205,0.03346711358075922,0.00571010663398473,0.025871248104516617,0.019648517468471804,0.018363864332395202,-0.031000014748329578,-0.03332558330255562,-0.013711863561790175,0.025214109691308415,0.004353692244292923,-0.013729741072818004,0.023030752050581776,-0.2430213107430946,0.07051120387964503,-0.13425672414456963,0.32232530578053215,-0.07221338312408135,-0.10629480304448849,0.03227208462487132,0.06977656179414961,0.016328008450266714,-0.01949601160881194,-0.08669912706653769,0.028269694955444218,-0.01952612388827994,0.002647320803129297
cat__video_channel_Jonathan Cruz,0.0029635081697113336,-0.005313338929781591,0.01178756278122793,0.031049886199974983,-0.019658077641531855,-0.0017227734821686175,-0.0019093920618311402,-0.011968150350984036,0.0441464512573825,0.06449761938862518,-0.029075820644643657,0.11053788578327994,0.029527809025839635,-0.11237407436325773,0.06236512982237792,-0.03476726946919477,-0.003166647753809462,-0.038615933165727104,0.010865575271286631,0.0225918225816999,0.023191799728262245,0.016807274675995954,0.0037222408308422426,-0.008810565769274008,0.0032387532683314417,0.015958924292774023,0.005161223959247745,0.0025099950334029645,-0.0639191973481631,0.04718912362918682,0.028056264755188902,0.0031900763216712808,0.015186058147808998,0.044670951581207,0.09406366736698318
cat__video_channel_Joni,-0.000731513714304246,-0.022993759903016425,-0.0032730155727409595,-0.009518411819693588,0.020002202212953464,0.008834468121895712,-0.013555158156895042,0.009389547622532274,-0.010289850680639303,0.019693198123417653,0.022200041138670044,0.003195336032953662,0.008204559179581085,-0.08679569134985293,0.07347110705667298,-0.06981694991494868,-0.042640368025172376,-0.03910058388475277,-0.054101708104250766,-0.009555828333479689,0.04280449266916305,0.004854951134773863,0.009612882727598398,-0.008152905557945395,-0.0686299151161856,0.08024626946636874,-0.05958800574582914,-0.07605151299499568,0.0002547296255001909,-0.005462254865452377,0.16599015364576367,-0.35608681191265223,-0.030487849475062792,0.028178619113224636,0.020405267268572003
cat__video_channel_Joni Lopes,-0.003302064618205551,-0.0030125250275631218,0.010389739314614597,-0.0037164535664755936,-0.02928087142757662,-0.018315039657832096,0.011706483137469479,0.003633154192135605,0.06232602064156976,0.038486498184621944,0.0304932926800493,-0.047719530350105024,-0.07431364233119024,0.025505156561368543,-0.03736597617819605,0.015283246112893067,-0.041860039268726966,-0.018759208133670977,-0.03615923088486698,0.017492729791566495,0.024182788194816535,0.03624225056188926,0.0024625865348792773,-0.04148075675677352,0.011571238203072936,0.05734306229549301,0.03856989751664061,-0.05270200024154094,-0.03613278002947109,-0.0002655902694464589,0.002227322217278622,-0.015104321851272192,0.012986863184984257,0.0020132892067539687,0.06840021128675451
cat__video_channel_Joni Ventturiny ,-0.01979617846100688,0.004877717687754938,-0.009863116725515722,0.0021207185225652105,-0.007260731652874346,0.04628199965496124,-0.03563457262124877,0.027462887638084237,-0.008442480378446035,-0.0195013250579365,-0.011573315773382933,-0.0177364618654026,-0.06567939879166952,-0.01656381835856873,0.04390736168139339,-0.07487292651314816,-0.03850679513379177,0.04994105750802767,0.04237067722596536,0.020493705205033297,0.008670894299091684,-0.021096861244022658,-0.005926404824550459,-0.02563752223269713,-0.05366152499473948,0.033484927385827756,0.10137431517590396,-0.02411517306088481,0.030398525418886494,0.04800406623439232,-0.019884601260694412,-0.03725070900226226,0.026462421905123813,-0.06087487930852479,-0.01644406594959896
cat__video_channel_Joonior Joe,-0.004179274312845347,0.01576760171558688,-0.09112487006134534,0.007292512842427565,0.04575755201691314,0.006273492214990315,0.001748289298772914,-0.007025801859396325,0.06920270749929557,0.059702229985659466,-0.008394031645484419,0.09137151274756712,-0.018169145952525067,0.10018025843972965,-0.0022571385123427235,-0.06340018027964987,0.0027592666564584707,-0.036569115219010274,-0.04152073002915845,-0.0194801920112483,0.008603836004298478,0.32806501567879737,0.2605526842166642,0.03733054828618301,-0.5197490095247226,0.23439402204680845,-0.010027269103007856,0.008103771367640468,-0.0320761604653474,0.00642520549598027,0.0498801692254255,0.057079422911185236,0.0752433756680138,0.030059135283224583,-0.1768691060400635
cat__video_channel_Jordana Félix,0.001203885999609075,0.02053568227675921,-0.014211997728043472,0.029577074795868723,-0.014767191418145347,-0.02010347754434158,0.03242218286970786,-0.0036383075139189884,0.014952547574507185,0.04998139556373204,-0.002037815312988245,0.03122280445675989,0.09019234339120531,-0.02279445342515579,0.036748871850001245,-0.001295932469711245,0.019571977426566953,0.04598960955761675,0.06148876127372039,0.020274282407932644,-0.053043310250516736,-0.004564659685049078,-0.014203938166857711,0.060241752201824414,0.027745376083118924,0.0061846294777541675,0.11722804501247906,-0.0077959639267639125,-0.048264767667766426,-0.0953222449371819,0.04798446573023453,0.04490568915856681,-0.006365769073305862,0.029108339273686782,-0.05774960500764482
cat__video_channel_Jorge Canti,-0.0055090636891046785,-0.04595230486761261,-0.004713275195503484,0.008712545047905883,0.004459466500593207,0.0019093774759644199,-0.025841217828339567,-0.0030698774187560103,-0.011882524831288786,0.0037094657821453094,-0.004315166246580925,0.006233089032480196,-0.04812135892987455,0.020756351116821645,0.001692164538637889,0.030482708641859726,0.005292943999810345,-0.004780812865954714,-0.01773984919335725,-0.014451492673673478,0.014046073612717664,0.08149062486811527,0.023895177324090668,0.00030632236914079577,-0.009618594254701067,-0.041849843400096995,0.026505372318281956,-0.017509817236194932,-0.028085954532060253,7.330435740833638e-05,-0.02982367472171508,0.014509963279709447,0.0647156121506233,-0.03642409485767089,0.007309431622841993
cat__video_channel_Jorge Chamon,0.03246379364418438,0.009360978210258095,0.009868221776001272,-0.011912496470618351,-0.0074489289336170765,0.006324051632170445,-0.00875330379940406,-0.005821467601549179,-0.02195728656554133,0.007664669034674025,0.004397618624083375,0.008777938529439153,0.09687308167274511,0.026525442367040183,-0.10900399465002121,0.04747440199515802,0.11662225287948916,0.01895241517145235,0.029094555959345913,0.004567736397817082,-0.036814510453047906,0.071189647616325,0.02951561262386209,0.04346920270060535,-0.0212078400059681,0.019268073796232067,-0.024870639884838164,-0.0065012211220410385,-0.06481770871604228,0.019463542477080424,0.02061042096817783,-0.07754302493267788,-0.01745943980059741,-0.07553705938197221,0.020004506533544
cat__video_channel_Jorge Cosmo,0.008719667799481684,-0.0009981249569555222,0.0011842982406567112,-0.0038773417112197015,-0.014509273723007424,0.0024102255108459456,0.011885308823829979,-0.013207675853518695,0.016847500262004003,0.012312140201904362,-0.013174480675110792,0.0500205126432094,0.005100321758276866,-0.02431130519961116,0.0661516907419343,0.06344685457756308,-0.07085801901990524,0.01457916337198865,-0.06514400915627858,0.07482562307477898,-0.012228986897776411,0.025731316868738825,-0.11538997556678647,0.019718072654672122,-0.08525719045269757,0.010026137223626741,0.04343632721368547,0.02203183783678642,0.047148470020782804,0.025280808079544408,0.04341215947695745,0.01675560510626694,0.022594689865871407,0.11578777406595185,0.024626762726014193
cat__video_channel_Jorge Eduardo,-0.005633631584846857,-0.048104770750717146,0.0061534941670515824,-0.002615475431448917,0.004343206182836748,0.008047730146609582,-0.03319316367678877,-0.003919388398759308,-0.04701326773389992,0.022721520164775855,0.009124241525543607,-0.01461075777772692,0.04824536650180194,-0.07856666054547544,0.01607624543575509,0.0037862599793296115,0.017197775048896653,-0.022942611909777658,-0.06877954308289791,0.02576705629272342,-0.021138299402207048,0.0055315171680952084,0.0008499825709008083,0.025730346433455755,-0.004472646637513572,0.012458293526901617,-0.004418980248923213,-0.0029802996683493447,-0.026238935021660168,-0.02558086301252862,0.01500419906797835,-0.011034736228786788,0.06319740456367767,-0.013685700370386127,-0.09458641176258416
cat__video_channel_Jorge Mendes (antigo),-0.00021911244175658773,-0.003212678780634686,0.01418986249469801,0.032598785752226626,-0.0014709648085344806,0.007450469766117936,-0.0005186762038406798,0.00041819130432760136,0.04118019265107126,0.0255042427508632,-0.014141036201857143,0.02061263884474686,-0.0280642925098281,0.022145786529264484,0.04874082489761022,-0.07135181092456794,0.013010378747628996,0.01925033747932293,-0.005939828982515715,0.05004806950650846,0.04382268138375625,-0.035340861004737406,0.012435506375234632,-0.0013982204244726328,0.05189261709504221,0.050464681538172754,0.04529532139712712,-0.023967321971402236,-0.009361735383850343,0.0040490847576197244,0.041360624286466384,0.006329947116340573,-0.06662007781558885,0.010942376941493517,0.02809987821343946
cat__video_channel_Jorge Márcio Santos (Tatetu N'kumbialê),0.04643716805003023,0.0010697449552272895,0.004024210254068982,-0.00284317796552087,0.003970249877399079,0.001631185667334795,-0.0027485081399192574,0.004073398325475565,-0.005021976648000359,-0.047539139162762936,-0.038972979771115024,-0.060189280946230904,-0.12109782585393244,0.09977390031996532,-0.21360741168972397,0.2215844072098991,-0.0494079778200985,0.004089006446809313,0.03757629958214688,-0.04547039578412435,-0.12408047967623792,0.07571603928367479,-0.05256561088775372,0.06377021228576435,0.14102331956572137,0.08589888586011288,-0.057214980437579485,-0.08324710106954097,-0.036894602739157414,-0.0056129908022165215,0.11637238990071927,-0.021930172290759106,0.1093798123521868,0.011371879480688645,-0.027327348621101477
cat__video_channel_Jorge Netto cantor,-0.026371579162165242,-0.003144255597577902,0.0019027543620026585,-0.0003520583961439419,-0.02354047875138294,-0.01229062008065692,-0.06710170440781715,0.0011845339348632731,0.008387253883897433,0.017864515256421652,-0.026899092746995763,-0.04196547002039675,0.14380600103405286,-0.007227013000897493,-0.03382474378253727,0.030644668972249007,0.049519150676443205,-0.01285675016928005,-0.02820379169610405,0.014113190412626412,-0.006908390222440403,-0.054155514729753024,0.025031275823220626,-0.03468201360890813,-0.10550243956348403,0.06132326439488744,-0.16281597269496262,-0.02044108745503582,0.06332009397308284,0.007149337774530789,-0.11745057578506286,-0.07471223434179945,-0.2978970687034339,-0.17920897386602722,0.13161225232479717
cat__video_channel_Jorge e Cristiano,-0.0012132787967156918,0.006493528140409078,-0.018075417572222634,0.026324773595281518,-0.014232812547242452,0.009586571250915745,0.0062951902287094845,0.004843759737319747,0.06072691797339985,0.08340927958016948,-0.018696066431044066,0.13518751433446796,0.0507036571226055,-0.0753145965958727,0.09589380298951734,-0.05642707402716001,0.009881109304157398,0.024585590311776758,0.06067070701358902,-0.015427102305527152,0.03144609100309392,-0.03677911682332069,0.013891645606956096,0.047720656344733756,0.026196854065076762,-0.01914448902546206,0.012082954350246006,0.024181149195529453,-0.0034958339953576815,-0.03942534902563039,-0.05586134488695764,0.04188050975603057,0.023100095244120433,0.07755518225060297,0.014620874797100543
cat__video_channel_Jory Becker Oficial,-0.006624925834333207,-0.00895011339628995,0.008336226490362829,0.007816365549869418,-0.0028637624267716195,0.0005357408686625864,-0.013160645815668785,0.01946736582136573,0.006635796448449938,0.021064596523161106,0.0045744677719218845,0.019259390566304622,0.012387431569034822,0.014466372274570642,-0.20273870505411967,-0.10260917124656904,0.07010855224899822,-0.002159539148945994,-0.14265388261760956,0.013264539957110959,-0.03861052306778174,0.03389479657214104,-0.09933920059703427,0.022751932475232314,-0.021523167984634623,0.0015581720497220663,-0.09047071079173677,-0.04581840726620671,-0.027986750613002348,0.035076029151432576,0.0196416662030962,-0.048666660923218176,0.008947901438937382,-0.06905877732551843,-0.03839430510958798
cat__video_channel_Josué Silva josueviolao violaodojosue artenailha,0.01985196966819507,-0.12612169888950583,-0.05667315220423984,0.0016013616667598547,-0.042008317313539545,-0.0016527466847571694,-0.03819441510657931,-0.015363410330043837,-0.30029908386502474,-0.19603237705607313,1.6049943674056664,0.8954915115656679,-0.44000288055530257,-0.05415517058482866,-0.006393911467885014,0.04540978048527261,-0.1346948262192313,-0.00023245187614059568,-0.038132088053241656,-0.009412328473249767,-0.043870373632796,0.10169554250000847,0.00639833119549435,-0.012946040323961024,0.012552499910511593,-0.010267316880700983,0.033464397136055916,-0.03008716833754592,0.1076110753096399,0.08600120310569186,0.057345450067236195,0.028055308598390248,-0.07285964589652841,0.022623234774548532,0.10623976849609809
cat__video_channel_Josy,0.000769349106522351,0.009120827906631572,0.017855501731803065,0.04015562276655987,-0.039645531465648885,-0.007756670644056497,0.00518254043180674,-0.017793915769790145,0.03539542321556793,0.03329423568982331,-0.031187882701024516,0.0208992706767212,-0.08241927939853118,0.03988598552805174,0.02609314084633574,-0.04998560957970589,-0.05865846370367454,0.016174214670602816,0.038248644286709634,-0.015217935022395162,0.03135638954341649,0.0302749256164643,-0.006663835881919122,-0.036053919540958504,-0.01622346381571605,0.04574249835634144,-0.10050152579641103,-0.01292091620635468,-0.0663730402733076,0.08794195431133485,0.09628395584081705,0.005642958578148068,-0.04855261603598071,-0.09735808918503211,0.029583267367734086
cat__video_channel_Josy Gomes Oficial,4.3943811373541185e-05,0.009562570721897388,-0.007792112390317711,0.0013534558916831908,0.02038787745813155,-0.146542513083857,0.009211337978395255,0.0507887619930817,-0.011546858289347903,-0.004096758305937438,-0.01734876665580512,-0.03742074094281378,-0.16726966712727293,-0.12932885636656824,0.21893271035163148,-0.12782935187999558,-0.14857273514616626,0.04367676044407125,0.026120633725595373,-0.06707829255241185,-0.016318489583474965,0.01276413470756898,0.016668466812287862,-0.06865198091287457,-0.019295335860375625,0.04469217637565546,0.07759336303873364,-0.0746612742420655,0.05812049209745757,0.03231961735383723,-0.00018033484053824663,0.028714913085443973,0.06564922936862894,-0.14058000323583464,-0.08439300438986723
cat__video_channel_Josy Sikeira,-0.002841323666605252,0.020752463499916298,0.013214022305204295,-0.011713903401427124,-0.013336825417847194,-0.004597854540894805,0.002941801466898465,-0.0007794763070160196,-0.010084432750511498,0.018096438401879984,-0.009042559501162898,-0.01421398354646298,0.0960628430605779,-0.020546123374651754,-0.07760942430862544,0.1341529574074817,0.03808882244564042,-0.034813304832252416,-0.12066840996746647,-0.020203203823321275,-0.012689730677405926,0.07277099883780758,-0.015179761577178185,0.09240108798519456,0.12713401998477103,-0.07038577338002926,0.0905342308947966,0.12701952208979833,0.035230152358452727,0.04519252492609378,0.1529837909485437,-0.008522674010080533,0.01776378906604916,0.07920975659848203,0.14161492508004248
cat__video_channel_José Arthur Junior,-0.02118615723019882,-0.004003982926062494,0.002179958169455281,0.01462968374755381,0.000927907433640678,0.022245830916489236,-0.00681949393370698,0.016517715926686716,-0.020579013649588,-0.028073732093552416,-0.02305416271656524,-0.03534533836074253,-0.03734548638484449,0.027202897086334662,-0.041706998549435506,0.01177894582578861,-0.012379102104315068,0.05756532973988547,0.039652892503915134,0.035644855201962394,0.0001855822579854097,-0.07723207511251061,-0.09381428773536495,-0.06707176033625876,0.10447970764131398,-0.058499540657959676,0.033598952455225116,-0.0027992257933609596,-0.014059907837516029,0.011085903862633778,-0.024304940432985266,-0.058932541339511584,0.010630746731001254,-0.08739847365573127,0.15284052202939696
cat__video_channel_José Cândido,0.0012089132848289621,-0.022330778522238713,-0.013556724759078924,-0.003842402671583867,-0.010600934582819459,-0.009033307094268453,-0.013608951643161305,0.007052957417582253,-0.018443022250677284,-0.01508189748098765,0.0014272130416501903,-0.011018426574250175,0.0043842554324203635,-0.07026715840595613,0.0070477594227251715,0.021368460048811207,0.032922733576310786,0.004969965296994697,-0.08776088881450603,0.03097795203972482,-0.012275196676621334,-0.0004174268906844222,0.09188517793263046,0.1943112065439759,-0.0965312307644124,0.035011359300903024,0.07032329348771259,0.09043801338355148,0.12832020600396474,0.14386277631218083,0.08891574374435064,-0.11763449944595833,-0.09221618985715355,0.031229807270651888,0.09705434053831906
cat__video_channel_Jota Farias Oficial,0.037702212348027064,0.012401032125410424,0.020427546972958517,0.003740216955997111,0.00905841688390179,-0.00039833782729749995,-0.005161190820577549,0.0037891702397545544,0.06392020733300313,0.02777767670663586,0.008660410787746145,0.07728961213512288,0.0006613315275085445,0.04057857350098471,0.026069314435433873,-0.040522625361234826,0.05493232862038148,-0.021428162281287296,0.025389538666923197,0.040359191651545015,0.03626402923502755,-0.02428320889766867,0.006783162737432811,-0.012050406678452884,-0.06581850300387772,-0.02888637589868813,0.06804688785206627,0.04388189506012543,0.01128122043308151,0.018873154549284524,-0.06938071504702725,-0.07479849452136958,0.021796542013061686,-0.08222144885986472,0.15947127800374303
cat__video_channel_JothaGê,0.07709387734566527,-0.0006324302487200982,-0.0017947475654991924,-0.0044304819292397355,0.011682825779273263,-0.0018389379582026337,0.015234340180347793,0.0009437757499507518,-0.010577981105710715,-0.029664541158380284,-0.023895249653320974,-0.031502409451260864,-0.09555091050982539,0.04714823688200449,-0.14182153684557514,0.18207566984830675,-0.033541531708477484,-0.03652341958531694,0.05049865465298379,-0.040896235678708905,-0.10382778343930228,-0.01722902153829237,0.10653048119969519,0.1291515390751605,0.13686871749664797,0.03892906963071197,-0.09249193376125091,-0.04596018923558429,0.010494461276397832,-0.03053315018436163,0.09481944003164264,-0.008639147662504908,0.022977644394088875,0.04821841699579214,-0.009313179258055344
