artist_name,genre,youtube_url,segment_start_sec,segment_duration_sec,duration_sec,sample_rate,tempo_bpm,rms_mean,rms_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,mfcc_01_mean,mfcc_02_mean,mfcc_03_mean,mfcc_04_mean,mfcc_05_mean,mfcc_06_mean,mfcc_07_mean,mfcc_08_mean,mfcc_09_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_01_mean,chroma_02_mean,chroma_03_mean,chroma_04_mean,chroma_05_mean,chroma_06_mean,chroma_07_mean,chroma_08_mean,chroma_09_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,onset_strength_mean,onset_strength_std
Axé 90 Graus,Axé,ytsearch1:Axé 90 Graus official audio,287.34,10,17.274,22050,95.703125,0.13459905982017517,0.0877419039607048,0.09927007203461022,0.05540678794634728,2121.0379925246752,575.6875704824853,2383.8495607215127,326.6662582849829,4308.912609469506,1282.5604927948332,0.020022450014948845,0.02674107253551483,-104.04915618896484,105.81802368164062,-7.013713836669922,9.205464363098145,-2.8126559257507324,-2.4472994804382324,-2.2581918239593506,5.866695880889893,-5.224483013153076,-1.6279048919677734,0.7206278443336487,-1.3858144283294678,-2.6796305179595947,0.34825974702835083,0.2402665764093399,0.29707181453704834,0.41056889295578003,0.23527342081069946,0.3163585960865021,0.3308754861354828,0.28705814480781555,0.20967401564121246,0.31810262799263,0.48158878087997437,0.31991448998451233,1.1056407690048218,1.0247786045074463
CDB,Axé,ytsearch1:CDB official audio,31.15,10,11.174,22050,63.02400914634146,0.27000725269317627,0.10261620581150055,0.038885219463174275,0.018392741620280935,1375.7065065539098,574.3811530253826,2206.2956567856163,552.0029381804382,3220.308397221862,2040.5500770773413,0.004061164800077677,0.0121794817969203,-131.27134704589844,131.83045959472656,49.061729431152344,22.756519317626953,7.195485591888428,24.428775787353516,-7.447988986968994,19.218000411987305,0.30638280510902405,-4.893913269042969,-9.705052375793457,9.482661247253418,-8.312585830688477,0.2928752899169922,0.22719785571098328,0.26500174403190613,0.2312060445547104,0.18400059640407562,0.3157167434692383,0.3126506209373474,0.5955139398574829,0.3248719274997711,0.23670753836631775,0.4736623466014862,0.333906888961792,1.2394548654556274,1.5114651918411255
Música Aos Orixás,Axé,ytsearch1:Música Aos Orixás official audio,171.3,10,11.274,22050,103.359375,0.20379889011383057,0.09163643419742584,0.05547216595936214,0.037998918773389526,1945.348511027198,994.0408295103047,2478.563618294089,630.9370655378466,4455.933069299768,2421.2087917191498,0.019488157704472542,0.03654131665825844,-149.8450469970703,86.1646499633789,30.183324813842773,42.87324142456055,6.357895374298096,2.489567995071411,0.9926496744155884,11.345122337341309,0.1889757364988327,-1.7944929599761963,-4.43789005279541,4.936793327331543,3.6951568126678467,0.3317023515701294,0.4511629343032837,0.5498271584510803,0.4235154986381531,0.5454979538917542,0.4922277629375458,0.32042163610458374,0.32479190826416016,0.4109548032283783,0.49358582496643066,0.3236350417137146,0.30347803235054016,2.734996795654297,4.0595574378967285
BaianaSystem,Axé,ytsearch1:BaianaSystem official audio,118.43,10,18.374,22050,123.046875,0.22736027836799622,0.07609081268310547,0.08902254971590909,0.051048128295207745,2070.059976566959,769.6427750539578,2126.4036071989103,552.3541377758766,4212.324107776989,1610.2774295903364,0.025455044582486153,0.03677363693714142,-55.93611526489258,105.84576416015625,-23.159618377685547,21.2091121673584,-6.583435535430908,11.530122756958008,0.9178303480148315,0.7689064145088196,-1.0150034427642822,2.268510103225708,-3.59027099609375,5.799314975738525,-4.562400817871094,0.4400099813938141,0.3254034221172333,0.36078959703445435,0.4082086384296417,0.3559148907661438,0.37801969051361084,0.39083796739578247,0.599194347858429,0.4416953921318054,0.4125767648220062,0.32731756567955017,0.30517324805259705,1.8454511165618896,2.255605697631836
É O Tchan,Axé,ytsearch1:É O Tchan official audio,79.22,10,19.174,22050,129.19921875,0.12421941757202148,0.04449642449617386,0.1303592709594431,0.05637082414572206,2729.224996002791,651.8074780616535,2725.4586047837965,288.30941589536013,5971.058163400424,1118.7552928151176,0.0519489087164402,0.04717385768890381,-74.86681365966797,76.14839172363281,2.5118296146392822,23.731298446655273,7.180604934692383,10.975699424743652,-8.360551834106445,1.5462892055511475,-8.146221160888672,-0.12196939438581467,-3.604001522064209,0.9160998463630676,-3.6815850734710693,0.3486713171005249,0.3928917944431305,0.5711396932601929,0.4953864514827728,0.4302557408809662,0.27852505445480347,0.4427495300769806,0.48991769552230835,0.35311150550842285,0.3714040219783783,0.3227232098579407,0.3442000150680542,1.549584150314331,1.6609725952148438
Axé Blond,Axé,ytsearch1:Axé Blond official audio,33.2,10,13.174,22050,112.34714673913044,0.2248254120349884,0.09366392344236374,0.14001894668794015,0.05998728417306439,2644.127016027632,774.7024616631975,2449.40850012911,415.47111845166876,5213.613074933979,1438.0102983465458,0.047172121703624725,0.046982210129499435,-26.307228088378906,74.59441375732422,-20.26360321044922,28.017377853393555,5.584347248077393,11.950396537780762,5.505833625793457,12.510673522949219,-0.713100254535675,12.3299560546875,2.401027202606201,4.897093772888184,-3.093193769454956,0.49967074394226074,0.44384247064590454,0.43101218342781067,0.423280268907547,0.5093404054641724,0.44353219866752625,0.47243499755859375,0.7054304480552673,0.5860902070999146,0.5146813988685608,0.38933467864990234,0.4382716417312622,1.485392451286316,1.6889673471450806
Bell Marques,Axé,ytsearch1:Bell Marques official audio,68.85,10,18.874,22050,117.45383522727273,0.18790265917778015,0.08130829781293869,0.11299897178659286,0.05738278085311658,2689.661545743332,751.732416868316,2793.537264270406,381.91771199475266,5971.795541685886,1395.0117868903014,0.03046121634542942,0.03093160130083561,-73.24459838867188,69.75084686279297,13.820090293884277,37.763370513916016,15.402899742126465,11.861970901489258,5.5749993324279785,12.530267715454102,-6.219604015350342,7.821372985839844,-2.398672103881836,-0.19629041850566864,-5.883539199829102,0.3423420488834381,0.4254591166973114,0.4607577621936798,0.3798123896121979,0.477643221616745,0.37408167123794556,0.37618669867515564,0.33345434069633484,0.4430180788040161,0.652966320514679,0.48026958107948303,0.44810083508491516,1.317686915397644,1.1653605699539185
Robyssão,Axé,ytsearch1:Robyssão official audio,49.84,10,19.774,22050,135.99917763157896,0.22816990315914154,0.09670776128768921,0.12216888571009389,0.07117371970441393,2911.1109110654556,882.7659121907634,2832.689282901311,308.53537290919576,6291.890748789613,1293.8017096457081,0.05476578697562218,0.05695422366261482,-39.53363037109375,71.80692291259766,20.582651138305664,21.276636123657227,-11.333690643310547,8.293200492858887,-4.561471939086914,2.209359645843506,-5.065618991851807,-2.044285297393799,-7.604978561401367,0.8104303479194641,-2.037238359451294,0.5001320242881775,0.39571428298950195,0.3064039349555969,0.35635021328926086,0.48825931549072266,0.33689993619918823,0.32262226939201355,0.32804253697395325,0.42371052503585815,0.4593763053417206,0.4778684377670288,0.5540174841880798,2.1333065032958984,2.597320795059204
Axwell,Axé,ytsearch1:Axwell official audio,212.94,10,12.874,22050,64.599609375,0.09829704463481903,0.042841605842113495,0.0947775900900901,0.033486192377118154,2220.608471533378,458.06389368679083,2284.951790194332,349.00476534347706,4541.2361433699325,1150.694964372737,0.02273806370794773,0.024868477135896683,-124.42475891113281,92.81237030029297,-23.192668914794922,32.05067443847656,9.23038387298584,12.533018112182617,1.8660690784454346,9.24550724029541,-13.564810752868652,3.0050928592681885,-7.497309684753418,0.0826408863067627,-2.7606823444366455,0.3852072060108185,0.4190268814563751,0.4302850365638733,0.3241994082927704,0.2751203179359436,0.40118616819381714,0.4559173882007599,0.33043932914733887,0.29910361766815186,0.3814745545387268,0.5741735100746155,0.6373052000999451,1.4542990922927856,1.3427835702896118
Igor Kannário,Axé,ytsearch1:Igor Kannário official audio,149.01,10,18.974,22050,117.45383522727273,0.4192688763141632,0.08062300086021423,0.132180957747555,0.046993580007969236,2660.2835808351197,596.0758511584378,2567.8679977168736,311.96286332103716,5479.555252187118,1179.4343681278053,0.05322132259607315,0.0523502454161644,57.69761276245117,79.25969696044922,-10.96352767944336,21.87074089050293,5.877437114715576,6.28965950012207,-12.077160835266113,1.9771487712860107,3.046538829803467,0.495425820350647,-2.4652814865112305,1.603384256362915,1.063989281654358,0.39014461636543274,0.438514769077301,0.39935004711151123,0.32286810874938965,0.419400691986084,0.31503885984420776,0.28416818380355835,0.25865012407302856,0.374135822057724,0.5130249857902527,0.44941648840904236,0.4867364168167114,1.597822666168213,1.4516404867172241
Banda Passarela,Banda Baile,ytsearch1:Banda Passarela official audio,120.49,10,10.474,22050,99.38401442307692,0.20491310954093933,0.07726022601127625,0.1002802215846239,0.03932479843725318,2305.8744928333595,559.2634444153786,2555.4952490076,373.410354114421,5172.351614352876,1317.3521961471738,0.01875825971364975,0.019908610731363297,-69.7718505859375,87.20682525634766,8.122693061828613,25.730066299438477,0.8973729014396667,18.6163387298584,0.7877486348152161,4.8655195236206055,-4.589882850646973,2.064760208129883,-1.0445414781570435,1.8535748720169067,1.863797903060913,0.4822337031364441,0.3365389406681061,0.3829953968524933,0.2719890773296356,0.3880801796913147,0.24543313682079315,0.3837803304195404,0.5356278419494629,0.38487502932548523,0.40237894654273987,0.30723804235458374,0.46734383702278137,1.5327882766723633,1.8856693506240845
Grupo Bailaço,Banda Baile,ytsearch1:Grupo Bailaço official audio,106.96,10,16.974,22050,123.046875,0.22434648871421814,0.08894708007574081,0.07332835477941177,0.03700736261128264,2106.3807237420256,589.0584557109356,2552.685218454456,344.32878687028546,4913.59121841869,1405.8790513640067,0.020356835797429085,0.023028051480650902,-61.08120346069336,97.5282974243164,12.414236068725586,26.84246826171875,7.057553291320801,18.188711166381836,-1.8831146955490112,6.764636516571045,0.9508040547370911,4.044168472290039,1.8873660564422607,3.1072587966918945,2.5460877418518066,0.3228563070297241,0.46325963735580444,0.55549556016922,0.4039566218852997,0.46824929118156433,0.3884352445602417,0.36917945742607117,0.3357592821121216,0.36715167760849,0.5396804213523865,0.46201175451278687,0.4277101755142212,1.605263352394104,2.2603275775909424
