ID_ARTISTA,familia_sonora,proba_Dinamico,proba_Quente,proba_Brilhante,proba_Pulsante
14776,Dinamico & Contrastante,0.3434,0.1675,0.1645,0.3246
4201,Brilhante & Intenso,0.1837,0.2887,0.4003,0.1272
13089,Brilhante & Intenso,0.2101,0.2816,0.3664,0.1419
3739,Brilhante & Intenso,0.2009,0.2938,0.3858,0.1195
18784,Dinamico & Contrastante,0.3053,0.2724,0.2087,0.2136
1532,Pulsante & Sombrio,0.1982,0.2069,0.1504,0.4444
12109,Brilhante & Intenso,0.1662,0.3088,0.3872,0.1378
14951,Pulsante & Sombrio,0.1924,0.2975,0.1961,0.314
11620,Quente & Encorpado,0.199,0.3679,0.2066,0.2265
10885,Brilhante & Intenso,0.2047,0.2533,0.3697,0.1723
20442,Dinamico & Contrastante,0.3855,0.1802,0.2573,0.177
10317,Brilhante & Intenso,0.1938,0.2283,0.405,0.173
11103,Brilhante & Intenso,0.1835,0.2909,0.3854,0.1403
17846,Pulsante & Sombrio,0.2498,0.1882,0.1964,0.3657
21104,Quente & Encorpado,0.1576,0.4233,0.1726,0.2466
18890,Brilhante & Intenso,0.2165,0.2735,0.2977,0.2124
17722,Dinamico & Contrastante,0.4127,0.1621,0.1687,0.2564
12591,Brilhante & Intenso,0.2188,0.2729,0.2882,0.2201
4252,Brilhante & Intenso,0.2558,0.2277,0.405,0.1115
15293,Brilhante & Intenso,0.2279,0.2345,0.3648,0.1728
19345,Dinamico & Contrastante,0.386,0.2041,0.1938,0.2161
20511,Pulsante & Sombrio,0.2123,0.1885,0.1529,0.4463
12082,Dinamico & Contrastante,0.3898,0.1658,0.1919,0.2526
10329,Brilhante & Intenso,0.2516,0.2757,0.2908,0.1819
15100,Pulsante & Sombrio,0.1754,0.295,0.1815,0.3481
19609,Quente & Encorpado,0.2056,0.3893,0.2299,0.1753
2841,Brilhante & Intenso,0.268,0.2413,0.2943,0.1964
15302,Dinamico & Contrastante,0.3583,0.1621,0.1593,0.3203
10213,Brilhante & Intenso,0.1761,0.1718,0.562,0.0901
12139,Brilhante & Intenso,0.1657,0.2641,0.4652,0.105
15047,Quente & Encorpado,0.2231,0.2976,0.2041,0.2752
14764,Dinamico & Contrastante,0.3868,0.1835,0.2172,0.2125
11681,Dinamico & Contrastante,0.3517,0.1945,0.1569,0.297
17877,Pulsante & Sombrio,0.2091,0.1937,0.1184,0.4788
16693,Brilhante & Intenso,0.2038,0.1662,0.5205,0.1095
12003,Dinamico & Contrastante,0.3472,0.1934,0.2612,0.1981
15202,Dinamico & Contrastante,0.2753,0.2702,0.1885,0.2659
11815,Quente & Encorpado,0.1953,0.3631,0.2172,0.2244
12282,Dinamico & Contrastante,0.3716,0.1787,0.2363,0.2135
10782,Quente & Encorpado,0.1699,0.3416,0.332,0.1566
4293,Dinamico & Contrastante,0.407,0.1788,0.1705,0.2438
16902,Pulsante & Sombrio,0.1825,0.2686,0.1502,0.3987
17129,Brilhante & Intenso,0.1587,0.323,0.3393,0.179
11255,Dinamico & Contrastante,0.3566,0.2073,0.259,0.1771
15811,Brilhante & Intenso,0.257,0.2395,0.3854,0.1182
22454,Quente & Encorpado,0.1463,0.4871,0.1707,0.1959
16799,Brilhante & Intenso,0.1778,0.1922,0.5425,0.0876
3285,Quente & Encorpado,0.133,0.4262,0.3201,0.1207
11846,Brilhante & Intenso,0.2632,0.2353,0.3435,0.158
11435,Pulsante & Sombrio,0.1912,0.2597,0.1725,0.3766
13034,Pulsante & Sombrio,0.1672,0.2551,0.1556,0.4222
22582,Brilhante & Intenso,0.1593,0.2373,0.5079,0.0955
17933,Quente & Encorpado,0.1687,0.4251,0.1564,0.2497
16533,Dinamico & Contrastante,0.384,0.2019,0.2097,0.2044
15343,Quente & Encorpado,0.2304,0.3926,0.2074,0.1696
16652,Brilhante & Intenso,0.1546,0.3313,0.3639,0.1502
22222,Pulsante & Sombrio,0.1798,0.2634,0.1559,0.4009
11823,Quente & Encorpado,0.1608,0.3871,0.3145,0.1376
11434,Brilhante & Intenso,0.2088,0.2196,0.4344,0.1372
21770,Dinamico & Contrastante,0.3678,0.1657,0.2192,0.2473
11717,Pulsante & Sombrio,0.1911,0.2961,0.1982,0.3146
10300,Quente & Encorpado,0.1747,0.3496,0.3304,0.1453
13234,Pulsante & Sombrio,0.2389,0.1664,0.1343,0.4604
17388,Dinamico & Contrastante,0.426,0.1678,0.2159,0.1904
18055,Quente & Encorpado,0.1786,0.392,0.2404,0.189
3039,Quente & Encorpado,0.2188,0.352,0.2002,0.229
11169,Quente & Encorpado,0.1695,0.4166,0.2143,0.1996
10474,Quente & Encorpado,0.1618,0.3935,0.2333,0.2113
18410,Dinamico & Contrastante,0.3658,0.1999,0.2738,0.1605
11901,Quente & Encorpado,0.2563,0.3377,0.2332,0.1728
19290,Pulsante & Sombrio,0.2194,0.203,0.172,0.4056
11327,Pulsante & Sombrio,0.1713,0.3222,0.1676,0.3389
16373,Brilhante & Intenso,0.21,0.2237,0.4336,0.1327
20318,Quente & Encorpado,0.2487,0.3455,0.1835,0.2223
1309,Brilhante & Intenso,0.1626,0.2109,0.5363,0.0902
10623,Brilhante & Intenso,0.1418,0.2431,0.5209,0.0941
21809,Brilhante & Intenso,0.1971,0.26,0.4365,0.1065
9707,Brilhante & Intenso,0.2664,0.2619,0.3169,0.1547
10836,Quente & Encorpado,0.201,0.3205,0.206,0.2726
12247,Brilhante & Intenso,0.3049,0.1674,0.3989,0.1288
1483,Pulsante & Sombrio,0.2749,0.1757,0.2001,0.3493
11382,Brilhante & Intenso,0.1926,0.2401,0.4475,0.1199
9944,Quente & Encorpado,0.1592,0.4918,0.2191,0.13
16263,Quente & Encorpado,0.1854,0.4125,0.1968,0.2053
17197,Pulsante & Sombrio,0.2166,0.2769,0.2001,0.3065
11611,Dinamico & Contrastante,0.3131,0.2112,0.2354,0.2403
20749,Dinamico & Contrastante,0.2971,0.201,0.2724,0.2296
14811,Brilhante & Intenso,0.2513,0.2565,0.2986,0.1936
11240,Brilhante & Intenso,0.2271,0.2675,0.3437,0.1617
14835,Dinamico & Contrastante,0.4046,0.182,0.277,0.1364
10747,Brilhante & Intenso,0.154,0.2443,0.5099,0.0917
20105,Dinamico & Contrastante,0.4085,0.1696,0.2357,0.1862
18644,Quente & Encorpado,0.2399,0.3061,0.2071,0.2469
3929,Pulsante & Sombrio,0.1823,0.2462,0.1586,0.4129
11248,Pulsante & Sombrio,0.2898,0.1841,0.1382,0.3879
17337,Dinamico & Contrastante,0.4339,0.1735,0.2019,0.1906
16959,Brilhante & Intenso,0.2683,0.2611,0.316,0.1546
17128,Brilhante & Intenso,0.1526,0.3489,0.3714,0.1271
13394,Dinamico & Contrastante,0.4789,0.1561,0.1632,0.2019
3622,Dinamico & Contrastante,0.289,0.2767,0.2843,0.1501
18425,Dinamico & Contrastante,0.3222,0.2016,0.1812,0.295
17085,Brilhante & Intenso,0.2144,0.2303,0.4341,0.1212
3111,Dinamico & Contrastante,0.3405,0.256,0.2199,0.1836
12195,Brilhante & Intenso,0.2878,0.2033,0.3122,0.1967
15023,Quente & Encorpado,0.1696,0.3713,0.2239,0.2352
3982,Quente & Encorpado,0.1925,0.3355,0.3206,0.1514
12678,Pulsante & Sombrio,0.2957,0.1925,0.1665,0.3453
18849,Quente & Encorpado,0.1531,0.3466,0.3435,0.1568
16010,Dinamico & Contrastante,0.3354,0.1701,0.2519,0.2426
17921,Dinamico & Contrastante,0.3157,0.1743,0.2999,0.2101
13373,Pulsante & Sombrio,0.2593,0.193,0.1832,0.3645
18960,Brilhante & Intenso,0.2825,0.1921,0.3959,0.1295
11344,Pulsante & Sombrio,0.1629,0.2987,0.1622,0.3761
13531,Quente & Encorpado,0.1664,0.3794,0.2264,0.2278
21830,Quente & Encorpado,0.2011,0.3436,0.2914,0.1639
21229,Brilhante & Intenso,0.2688,0.2394,0.2823,0.2095
18335,Brilhante & Intenso,0.2453,0.2168,0.3722,0.1657
16105,Quente & Encorpado,0.1519,0.4753,0.204,0.1687
14621,Brilhante & Intenso,0.1662,0.3275,0.3796,0.1268
9828,Quente & Encorpado,0.1534,0.4376,0.1844,0.2246
16862,Dinamico & Contrastante,0.3702,0.1951,0.2489,0.1858
21038,Pulsante & Sombrio,0.1821,0.2668,0.1587,0.3924
6740,Dinamico & Contrastante,0.3022,0.2168,0.2152,0.2658
17330,Brilhante & Intenso,0.2486,0.2091,0.3764,0.1659
20775,Dinamico & Contrastante,0.3553,0.1671,0.2239,0.2537
12401,Quente & Encorpado,0.2418,0.3704,0.2481,0.1398
18692,Dinamico & Contrastante,0.4263,0.1572,0.2116,0.205
21795,Brilhante & Intenso,0.1827,0.2888,0.3902,0.1383
11342,Brilhante & Intenso,0.3092,0.2105,0.3171,0.1633
2073,Quente & Encorpado,0.2727,0.326,0.2452,0.1561
18232,Brilhante & Intenso,0.224,0.1929,0.4667,0.1163
17381,Brilhante & Intenso,0.1797,0.2224,0.4737,0.1241
10378,Brilhante & Intenso,0.1859,0.2022,0.4869,0.125
14944,Pulsante & Sombrio,0.2142,0.1801,0.1182,0.4875
19503,Brilhante & Intenso,0.1671,0.246,0.4815,0.1055
3655,Dinamico & Contrastante,0.3297,0.2374,0.2068,0.2262
19733,Brilhante & Intenso,0.1928,0.2996,0.3681,0.1396
17705,Brilhante & Intenso,0.2452,0.2824,0.3084,0.164
13262,Brilhante & Intenso,0.1495,0.3314,0.4195,0.0996
3169,Quente & Encorpado,0.1581,0.394,0.1715,0.2764
11911,Quente & Encorpado,0.1594,0.3795,0.3257,0.1354
22612,Quente & Encorpado,0.1485,0.4067,0.2975,0.1472
20568,Quente & Encorpado,0.2329,0.3365,0.279,0.1516
17011,Brilhante & Intenso,0.2068,0.3001,0.3576,0.1354
21821,Quente & Encorpado,0.1668,0.4072,0.2687,0.1573
11177,Brilhante & Intenso,0.2032,0.2891,0.3087,0.199
16399,Quente & Encorpado,0.2645,0.3418,0.204,0.1897
17993,Dinamico & Contrastante,0.3599,0.2536,0.2183,0.1682
4229,Dinamico & Contrastante,0.2612,0.2453,0.2574,0.2361
21955,Brilhante & Intenso,0.3156,0.1849,0.3181,0.1814
4133,Pulsante & Sombrio,0.2904,0.1742,0.1792,0.3562
1583,Pulsante & Sombrio,0.1854,0.2052,0.1624,0.447
20887,Quente & Encorpado,0.2469,0.3372,0.2579,0.1579
13556,Dinamico & Contrastante,0.3516,0.1627,0.2062,0.2794
9981,Dinamico & Contrastante,0.4498,0.1703,0.2336,0.1462
19774,Pulsante & Sombrio,0.2368,0.2127,0.1633,0.3872
11541,Brilhante & Intenso,0.1704,0.2389,0.4629,0.1279
22389,Brilhante & Intenso,0.2032,0.2831,0.3325,0.1812
13526,Pulsante & Sombrio,0.2578,0.2161,0.2607,0.2653
21399,Brilhante & Intenso,0.2123,0.257,0.2773,0.2534
9744,Quente & Encorpado,0.2338,0.3267,0.2194,0.22
13596,Dinamico & Contrastante,0.3818,0.2179,0.2017,0.1986
12376,Brilhante & Intenso,0.2507,0.2052,0.3448,0.1992
1821,Dinamico & Contrastante,0.2716,0.2665,0.2591,0.2028
10720,Dinamico & Contrastante,0.3043,0.2372,0.2989,0.1596
20113,Brilhante & Intenso,0.2798,0.1873,0.4248,0.1081
21279,Pulsante & Sombrio,0.2249,0.2185,0.1851,0.3715
12016,Quente & Encorpado,0.1666,0.3209,0.2095,0.303
12297,Dinamico & Contrastante,0.3727,0.1748,0.2127,0.2398
22209,Brilhante & Intenso,0.2578,0.2429,0.3072,0.1921
22137,Pulsante & Sombrio,0.1802,0.3017,0.1535,0.3647
19168,Brilhante & Intenso,0.2431,0.2344,0.3537,0.1688
18405,Quente & Encorpado,0.2059,0.3901,0.2723,0.1316
17132,Quente & Encorpado,0.213,0.2973,0.2588,0.2309
18860,Quente & Encorpado,0.132,0.4972,0.2125,0.1583
12095,Dinamico & Contrastante,0.3508,0.1756,0.2051,0.2686
15965,Quente & Encorpado,0.147,0.4366,0.1986,0.2178
21261,Brilhante & Intenso,0.2093,0.2773,0.3062,0.2072
11568,Brilhante & Intenso,0.2837,0.2029,0.3879,0.1256
15134,Quente & Encorpado,0.2667,0.3181,0.2112,0.2039
20703,Quente & Encorpado,0.1959,0.3507,0.2255,0.228
20033,Dinamico & Contrastante,0.3112,0.2871,0.2227,0.179
3685,Brilhante & Intenso,0.2806,0.2489,0.2993,0.1712
15204,Pulsante & Sombrio,0.3294,0.1679,0.1339,0.3688
3071,Quente & Encorpado,0.1992,0.3442,0.2045,0.2521
15042,Pulsante & Sombrio,0.2619,0.1905,0.1485,0.3992
9956,Quente & Encorpado,0.1805,0.439,0.2164,0.1641
3988,Quente & Encorpado,0.1965,0.3264,0.2597,0.2175
22219,Dinamico & Contrastante,0.2879,0.2024,0.2742,0.2354
12849,Dinamico & Contrastante,0.3099,0.1971,0.2959,0.1971
16703,Brilhante & Intenso,0.1403,0.2945,0.4569,0.1083
14765,Quente & Encorpado,0.1858,0.3206,0.212,0.2817
22181,Brilhante & Intenso,0.1844,0.2874,0.3139,0.2142
3290,Pulsante & Sombrio,0.248,0.2185,0.1473,0.3861
18370,Dinamico & Contrastante,0.3733,0.1851,0.2686,0.1729
18856,Pulsante & Sombrio,0.2482,0.2266,0.2323,0.2929
18944,Dinamico & Contrastante,0.3156,0.2608,0.226,0.1976
12230,Pulsante & Sombrio,0.2344,0.172,0.1327,0.4609
10770,Quente & Encorpado,0.2047,0.2852,0.2741,0.236
10874,Brilhante & Intenso,0.2575,0.2551,0.3107,0.1766
9722,Dinamico & Contrastante,0.4821,0.1518,0.1603,0.2058
19206,Dinamico & Contrastante,0.2908,0.2885,0.2605,0.1602
17966,Dinamico & Contrastante,0.3521,0.1617,0.1696,0.3166
13365,Quente & Encorpado,0.1463,0.3848,0.3292,0.1397
9778,Brilhante & Intenso,0.1709,0.3207,0.3918,0.1165
19773,Brilhante & Intenso,0.2581,0.22,0.3025,0.2194
10250,Quente & Encorpado,0.2098,0.3032,0.2323,0.2548
3793,Dinamico & Contrastante,0.287,0.2812,0.2524,0.1794
9977,Brilhante & Intenso,0.2012,0.2745,0.3761,0.1482
17203,Quente & Encorpado,0.2387,0.2938,0.258,0.2095
20084,Quente & Encorpado,0.1534,0.3742,0.3113,0.1611
1384,Dinamico & Contrastante,0.4069,0.1684,0.248,0.1767
14759,Brilhante & Intenso,0.2112,0.202,0.472,0.1148
18668,Dinamico & Contrastante,0.4699,0.1557,0.1854,0.189
11730,Quente & Encorpado,0.2041,0.4021,0.1864,0.2075
21816,Quente & Encorpado,0.1236,0.4882,0.2471,0.1412
17813,Brilhante & Intenso,0.2213,0.2579,0.3605,0.1604
20827,Dinamico & Contrastante,0.3182,0.2402,0.3154,0.1263
17097,Quente & Encorpado,0.2548,0.3186,0.2617,0.1648
18551,Brilhante & Intenso,0.2047,0.2843,0.3416,0.1694
17269,Dinamico & Contrastante,0.374,0.1888,0.1998,0.2375
14797,Dinamico & Contrastante,0.4591,0.1595,0.1991,0.1823
11165,Quente & Encorpado,0.1754,0.3516,0.3212,0.1519
11699,Brilhante & Intenso,0.1403,0.1944,0.586,0.0794
21429,Brilhante & Intenso,0.1401,0.2358,0.5434,0.0808
20684,Brilhante & Intenso,0.2034,0.2879,0.2932,0.2154
16889,Quente & Encorpado,0.2372,0.3456,0.2451,0.1722
16718,Dinamico & Contrastante,0.4446,0.1405,0.1444,0.2706
20670,Dinamico & Contrastante,0.3508,0.1836,0.3177,0.1478
16287,Dinamico & Contrastante,0.2946,0.2081,0.242,0.2553
17597,Brilhante & Intenso,0.1526,0.264,0.4687,0.1148
11160,Dinamico & Contrastante,0.3657,0.1604,0.1714,0.3025
20387,Dinamico & Contrastante,0.3013,0.2565,0.1782,0.264
19401,Quente & Encorpado,0.2193,0.3058,0.2332,0.2416
17961,Quente & Encorpado,0.1658,0.4091,0.2643,0.1607
11970,Quente & Encorpado,0.1822,0.3583,0.2564,0.2031
1424,Brilhante & Intenso,0.1927,0.2909,0.3734,0.1429
3578,Dinamico & Contrastante,0.4406,0.1768,0.1954,0.1872
2691,Quente & Encorpado,0.1658,0.3743,0.1562,0.3037
15703,Dinamico & Contrastante,0.3332,0.2014,0.3174,0.148
14128,Quente & Encorpado,0.1728,0.3779,0.2255,0.2237
1288,Dinamico & Contrastante,0.4296,0.1962,0.2213,0.1529
18870,Dinamico & Contrastante,0.3601,0.1692,0.2198,0.2509
2066,Brilhante & Intenso,0.1723,0.2538,0.4652,0.1087
17725,Brilhante & Intenso,0.1433,0.3453,0.4069,0.1046
20813,Quente & Encorpado,0.1867,0.3309,0.3148,0.1676
14854,Dinamico & Contrastante,0.3549,0.1899,0.3104,0.1448
18934,Brilhante & Intenso,0.1922,0.2766,0.4035,0.1277
12359,Dinamico & Contrastante,0.2871,0.2488,0.2328,0.2312
14804,Brilhante & Intenso,0.2547,0.2153,0.3865,0.1435
1654,Pulsante & Sombrio,0.2207,0.2356,0.1472,0.3965
13239,Dinamico & Contrastante,0.3232,0.2547,0.2579,0.1642
15454,Quente & Encorpado,0.1461,0.4124,0.2844,0.1571
14842,Quente & Encorpado,0.2183,0.2884,0.2511,0.2422
17784,Brilhante & Intenso,0.217,0.2001,0.4757,0.1073
12011,Quente & Encorpado,0.226,0.3524,0.2142,0.2074
22438,Dinamico & Contrastante,0.4491,0.1521,0.1976,0.2012
19532,Brilhante & Intenso,0.2477,0.2295,0.3357,0.187
13142,Pulsante & Sombrio,0.2334,0.252,0.1709,0.3437
12486,Pulsante & Sombrio,0.2667,0.2021,0.1949,0.3363
10487,Pulsante & Sombrio,0.2551,0.2537,0.2134,0.2777
1776,Pulsante & Sombrio,0.2621,0.2571,0.1467,0.3341
21108,Pulsante & Sombrio,0.1926,0.235,0.1587,0.4137
21597,Pulsante & Sombrio,0.2335,0.1894,0.1797,0.3974
10212,Quente & Encorpado,0.1482,0.4388,0.1854,0.2276
3931,Pulsante & Sombrio,0.1827,0.2269,0.1365,0.4538
15118,Brilhante & Intenso,0.2479,0.2538,0.3574,0.1409
3428,Quente & Encorpado,0.1748,0.4123,0.2635,0.1494
15178,Brilhante & Intenso,0.134,0.3415,0.4364,0.0882
21275,Brilhante & Intenso,0.2483,0.2235,0.3392,0.1891
18200,Quente & Encorpado,0.22,0.3025,0.204,0.2735
11397,Brilhante & Intenso,0.2561,0.2113,0.4319,0.1007
11636,Brilhante & Intenso,0.1934,0.2577,0.4263,0.1226
1302,Brilhante & Intenso,0.231,0.2626,0.3215,0.1849
17619,Quente & Encorpado,0.1965,0.3388,0.3016,0.1631
20809,Brilhante & Intenso,0.3675,0.1556,0.3769,0.0999
14669,Dinamico & Contrastante,0.3901,0.1625,0.1559,0.2915
22127,Quente & Encorpado,0.1786,0.3261,0.1808,0.3145
17611,Pulsante & Sombrio,0.2063,0.256,0.2004,0.3374
11573,Quente & Encorpado,0.1985,0.3715,0.2922,0.1378
10894,Quente & Encorpado,0.2234,0.2989,0.2401,0.2376
20402,Quente & Encorpado,0.1673,0.3394,0.1876,0.3057
20557,Brilhante & Intenso,0.1963,0.2144,0.4715,0.1177
10748,Brilhante & Intenso,0.269,0.2842,0.2871,0.1597
11318,Brilhante & Intenso,0.2272,0.267,0.2916,0.2142
16426,Dinamico & Contrastante,0.2673,0.2371,0.2396,0.2559
14830,Quente & Encorpado,0.1708,0.3515,0.2963,0.1815
11086,Quente & Encorpado,0.1597,0.4327,0.2683,0.1392
12079,Dinamico & Contrastante,0.4249,0.1602,0.1979,0.217
1698,Pulsante & Sombrio,0.2159,0.2335,0.2393,0.3113
19147,Dinamico & Contrastante,0.3401,0.2148,0.2658,0.1793
3182,Brilhante & Intenso,0.1644,0.3202,0.3599,0.1555
18829,Quente & Encorpado,0.1538,0.3575,0.3045,0.1842
22074,Pulsante & Sombrio,0.2473,0.1772,0.1531,0.4224
11360,Dinamico & Contrastante,0.424,0.1538,0.2323,0.1898
15122,Brilhante & Intenso,0.3215,0.1752,0.384,0.1193
22065,Quente & Encorpado,0.1493,0.39,0.3302,0.1306
2392,Brilhante & Intenso,0.2646,0.2034,0.4082,0.1238
20439,Pulsante & Sombrio,0.1849,0.2299,0.1387,0.4465
18440,Brilhante & Intenso,0.2554,0.201,0.4406,0.1031
12403,Dinamico & Contrastante,0.3268,0.2204,0.3171,0.1357
16413,Quente & Encorpado,0.1869,0.34,0.226,0.2471
1619,Pulsante & Sombrio,0.1826,0.2732,0.1777,0.3665
14745,Dinamico & Contrastante,0.338,0.2241,0.2121,0.2258
21984,Pulsante & Sombrio,0.1883,0.2463,0.1747,0.3907
16078,Pulsante & Sombrio,0.2384,0.2132,0.1633,0.385
20825,Pulsante & Sombrio,0.2876,0.2362,0.1675,0.3086
10418,Quente & Encorpado,0.148,0.4501,0.2322,0.1696
22213,Quente & Encorpado,0.273,0.3047,0.1572,0.2651
10888,Pulsante & Sombrio,0.2249,0.2093,0.1836,0.3823
22374,Dinamico & Contrastante,0.2859,0.2486,0.2626,0.203
11946,Pulsante & Sombrio,0.3188,0.1643,0.1727,0.3442
2921,Pulsante & Sombrio,0.2272,0.1828,0.1509,0.4391
12748,Brilhante & Intenso,0.2409,0.2306,0.3822,0.1462
11973,Quente & Encorpado,0.1728,0.3731,0.1887,0.2654
16163,Brilhante & Intenso,0.2205,0.2097,0.4482,0.1217
12490,Dinamico & Contrastante,0.3178,0.2588,0.2687,0.1547
11880,Quente & Encorpado,0.1665,0.3742,0.2328,0.2265
21084,Pulsante & Sombrio,0.2109,0.2525,0.1607,0.3759
2004,Brilhante & Intenso,0.2439,0.2361,0.398,0.122
10305,Dinamico & Contrastante,0.4312,0.1754,0.2205,0.1729
2878,Brilhante & Intenso,0.1875,0.284,0.4029,0.1257
18874,Pulsante & Sombrio,0.191,0.1717,0.1235,0.5138
11353,Pulsante & Sombrio,0.2577,0.2064,0.2093,0.3266
20281,Brilhante & Intenso,0.13,0.3146,0.4661,0.0893
14775,Pulsante & Sombrio,0.2279,0.2082,0.1869,0.377
16938,Brilhante & Intenso,0.2594,0.2326,0.3663,0.1418
3013,Brilhante & Intenso,0.2625,0.2406,0.3468,0.1501
21892,Brilhante & Intenso,0.3131,0.1771,0.3771,0.1328
15768,Brilhante & Intenso,0.1986,0.2763,0.4162,0.1089
20615,Dinamico & Contrastante,0.3944,0.1617,0.2817,0.1622
16571,Dinamico & Contrastante,0.4402,0.1568,0.2804,0.1225
14501,Brilhante & Intenso,0.1933,0.2429,0.421,0.1428
19625,Quente & Encorpado,0.1772,0.3379,0.2949,0.19
11297,Dinamico & Contrastante,0.3574,0.1728,0.1793,0.2905
12112,Quente & Encorpado,0.1433,0.4315,0.2035,0.2217
22312,Brilhante & Intenso,0.2807,0.1946,0.3595,0.1652
15462,Quente & Encorpado,0.2161,0.3036,0.2474,0.2328
15022,Dinamico & Contrastante,0.384,0.2074,0.2589,0.1496
12749,Quente & Encorpado,0.2047,0.3245,0.2502,0.2207
17590,Pulsante & Sombrio,0.158,0.3302,0.1611,0.3507
14790,Brilhante & Intenso,0.2883,0.1968,0.3524,0.1626
15401,Quente & Encorpado,0.1625,0.3838,0.1937,0.26
21017,Quente & Encorpado,0.1824,0.3765,0.3186,0.1224
12196,Pulsante & Sombrio,0.2214,0.282,0.2006,0.2959
20923,Quente & Encorpado,0.1816,0.4181,0.1777,0.2226
15191,Brilhante & Intenso,0.2228,0.256,0.3996,0.1216
2952,Pulsante & Sombrio,0.2755,0.204,0.2395,0.281
12861,Dinamico & Contrastante,0.2782,0.2609,0.2369,0.2239
17830,Brilhante & Intenso,0.1893,0.3002,0.3787,0.1318
20611,Quente & Encorpado,0.1667,0.3411,0.2019,0.2903
18558,Brilhante & Intenso,0.2444,0.2832,0.3048,0.1675
22278,Dinamico & Contrastante,0.289,0.2245,0.2685,0.218
12495,Brilhante & Intenso,0.309,0.1529,0.4135,0.1246
15300,Dinamico & Contrastante,0.3499,0.1716,0.2928,0.1858
10507,Quente & Encorpado,0.1923,0.3813,0.2643,0.1621
16770,Brilhante & Intenso,0.1715,0.2855,0.4472,0.0958
10054,Quente & Encorpado,0.1878,0.3592,0.2988,0.1542
18563,Dinamico & Contrastante,0.334,0.242,0.3009,0.1231
2120,Dinamico & Contrastante,0.3493,0.1808,0.2213,0.2486
11671,Dinamico & Contrastante,0.3698,0.1857,0.1598,0.2847
19051,Dinamico & Contrastante,0.2724,0.1986,0.2635,0.2656
17349,Brilhante & Intenso,0.1945,0.3123,0.3365,0.1567
19159,Brilhante & Intenso,0.2762,0.1744,0.4304,0.119
13311,Brilhante & Intenso,0.194,0.3004,0.3562,0.1493
20374,Dinamico & Contrastante,0.3734,0.2027,0.1876,0.2362
11309,Quente & Encorpado,0.1523,0.4076,0.166,0.2741
3874,Dinamico & Contrastante,0.3379,0.1755,0.3235,0.1632
4460,Quente & Encorpado,0.1844,0.3343,0.2334,0.2479
11143,Dinamico & Contrastante,0.3299,0.2251,0.2781,0.1668
22240,Brilhante & Intenso,0.1581,0.2549,0.4909,0.0961
12065,Dinamico & Contrastante,0.3723,0.2198,0.2431,0.1649
2108,Brilhante & Intenso,0.1493,0.2269,0.5289,0.0949
12764,Brilhante & Intenso,0.2898,0.1953,0.3865,0.1284
15638,Quente & Encorpado,0.155,0.3912,0.3515,0.1024
15637,Dinamico & Contrastante,0.4084,0.195,0.2216,0.175
15447,Dinamico & Contrastante,0.3553,0.1677,0.3415,0.1355
1906,Dinamico & Contrastante,0.3431,0.1834,0.2363,0.2372
22345,Pulsante & Sombrio,0.1995,0.2644,0.1931,0.3429
17528,Quente & Encorpado,0.1805,0.4005,0.1752,0.2438
15301,Quente & Encorpado,0.161,0.3745,0.3445,0.12
17431,Brilhante & Intenso,0.2133,0.2539,0.352,0.1808
12844,Pulsante & Sombrio,0.1886,0.1649,0.1281,0.5184
22314,Brilhante & Intenso,0.1705,0.2245,0.5108,0.0942
19939,Quente & Encorpado,0.2275,0.3134,0.2619,0.1972
15277,Pulsante & Sombrio,0.2529,0.2229,0.1835,0.3408
17368,Quente & Encorpado,0.1797,0.3485,0.3476,0.1241
21219,Pulsante & Sombrio,0.273,0.1791,0.1737,0.3742
21457,Dinamico & Contrastante,0.4239,0.1934,0.2184,0.1643
4448,Brilhante & Intenso,0.1506,0.264,0.5001,0.0853
16549,Brilhante & Intenso,0.197,0.2529,0.4282,0.1219
11481,Quente & Encorpado,0.1727,0.3733,0.2222,0.2317
18940,Quente & Encorpado,0.2599,0.3159,0.1864,0.2377
16232,Quente & Encorpado,0.1704,0.3415,0.2282,0.2599
16128,Brilhante & Intenso,0.2437,0.262,0.3808,0.1135
11719,Quente & Encorpado,0.2465,0.3061,0.1907,0.2567
14940,Dinamico & Contrastante,0.379,0.1702,0.3038,0.147
2284,Quente & Encorpado,0.1877,0.3811,0.2629,0.1684
15362,Pulsante & Sombrio,0.2006,0.2615,0.1442,0.3938
17493,Quente & Encorpado,0.2431,0.291,0.2761,0.1898
15417,Pulsante & Sombrio,0.2763,0.1918,0.2413,0.2905
10125,Dinamico & Contrastante,0.4718,0.1508,0.1974,0.1799
17202,Brilhante & Intenso,0.1487,0.354,0.3859,0.1114
2897,Dinamico & Contrastante,0.3804,0.1965,0.2203,0.2028
2018,Dinamico & Contrastante,0.4136,0.1973,0.1695,0.2197
15106,Pulsante & Sombrio,0.2856,0.2169,0.2035,0.294
21810,Brilhante & Intenso,0.2184,0.1839,0.4972,0.1004
3873,Quente & Encorpado,0.2363,0.3547,0.2135,0.1954
11163,Dinamico & Contrastante,0.4193,0.1849,0.2249,0.171
19550,Dinamico & Contrastante,0.3821,0.1768,0.2888,0.1523
18362,Brilhante & Intenso,0.2521,0.244,0.3127,0.1911
19463,Quente & Encorpado,0.2047,0.2938,0.2831,0.2184
