ID_ARTISTA,familia_sonora,proba_Dinamico,proba_Quente,proba_Brilhante,proba_Pulsante
4192,Brilhante & Intenso,0.1671,0.3122,0.3665,0.1542
2670,Quente & Encorpado,0.19,0.3383,0.2868,0.1849
19478,Quente & Encorpado,0.1453,0.3837,0.2904,0.1807
18189,Quente & Encorpado,0.145,0.4246,0.1491,0.2813
21464,Quente & Encorpado,0.168,0.3665,0.2827,0.1828
15307,Brilhante & Intenso,0.2008,0.2812,0.3619,0.1561
15589,Quente & Encorpado,0.1665,0.4316,0.2761,0.1257
12694,Quente & Encorpado,0.1822,0.4267,0.2011,0.1901
10333,Dinamico & Contrastante,0.3888,0.1859,0.1796,0.2457
15252,Brilhante & Intenso,0.205,0.2827,0.3481,0.1641
15130,Quente & Encorpado,0.1715,0.3792,0.1871,0.2622
9739,Brilhante & Intenso,0.15,0.2777,0.442,0.1303
22200,Quente & Encorpado,0.2684,0.3084,0.2817,0.1415
21731,Pulsante & Sombrio,0.2767,0.2388,0.165,0.3195
18675,Dinamico & Contrastante,0.2793,0.231,0.2397,0.25
3278,Quente & Encorpado,0.2404,0.3264,0.1702,0.263
12027,Pulsante & Sombrio,0.2328,0.2382,0.1886,0.3404
12175,Brilhante & Intenso,0.1447,0.2308,0.5182,0.1063
12050,Quente & Encorpado,0.2057,0.3035,0.2634,0.2274
1664,Quente & Encorpado,0.2081,0.3304,0.2975,0.164
20767,Quente & Encorpado,0.1741,0.3695,0.178,0.2784
17820,Dinamico & Contrastante,0.3664,0.1688,0.2703,0.1945
11578,Brilhante & Intenso,0.298,0.1922,0.3052,0.2047
16977,Quente & Encorpado,0.1835,0.4079,0.2079,0.2007
12001,Brilhante & Intenso,0.2626,0.2122,0.4038,0.1214
14918,Brilhante & Intenso,0.2309,0.2403,0.358,0.1708
12028,Pulsante & Sombrio,0.2724,0.2068,0.1691,0.3517
11155,Brilhante & Intenso,0.1663,0.3256,0.412,0.0961
15568,Dinamico & Contrastante,0.3931,0.1892,0.2628,0.1549
12785,Dinamico & Contrastante,0.2708,0.2252,0.2445,0.2595
19866,Dinamico & Contrastante,0.4202,0.1588,0.2157,0.2053
12555,Quente & Encorpado,0.1442,0.5063,0.2023,0.1472
16621,Quente & Encorpado,0.1694,0.4706,0.2222,0.1378
3552,Brilhante & Intenso,0.2766,0.2017,0.3141,0.2076
1277,Quente & Encorpado,0.2048,0.3315,0.2404,0.2233
17228,Pulsante & Sombrio,0.2267,0.2232,0.152,0.3981
15517,Dinamico & Contrastante,0.3621,0.1616,0.2064,0.2699
15330,Pulsante & Sombrio,0.215,0.2803,0.2159,0.2887
13633,Dinamico & Contrastante,0.3406,0.181,0.1937,0.2847
16396,Brilhante & Intenso,0.1593,0.2251,0.4956,0.1199
15869,Pulsante & Sombrio,0.232,0.2089,0.1427,0.4164
13632,Quente & Encorpado,0.1759,0.3681,0.2037,0.2523
17146,Brilhante & Intenso,0.1687,0.2174,0.5115,0.1023
16743,Pulsante & Sombrio,0.2284,0.2776,0.21,0.284
17749,Quente & Encorpado,0.2118,0.2844,0.2381,0.2657
15005,Dinamico & Contrastante,0.338,0.2429,0.2035,0.2156
16068,Brilhante & Intenso,0.2035,0.2539,0.3943,0.1483
22232,Brilhante & Intenso,0.2242,0.2318,0.4553,0.0888
3855,Brilhante & Intenso,0.2193,0.2738,0.3492,0.1577
16158,Brilhante & Intenso,0.1707,0.2598,0.4745,0.0949
10395,Pulsante & Sombrio,0.2789,0.1807,0.1608,0.3797
10154,Pulsante & Sombrio,0.2122,0.2969,0.1866,0.3044
20018,Quente & Encorpado,0.2081,0.3296,0.2169,0.2454
11818,Dinamico & Contrastante,0.3416,0.2183,0.3208,0.1193
21518,Pulsante & Sombrio,0.1993,0.2872,0.2033,0.3103
16194,Brilhante & Intenso,0.2608,0.2216,0.3661,0.1515
16071,Dinamico & Contrastante,0.365,0.1651,0.1988,0.271
16066,Brilhante & Intenso,0.195,0.1955,0.5202,0.0893
10381,Dinamico & Contrastante,0.2784,0.2359,0.2586,0.2271
19132,Brilhante & Intenso,0.2479,0.227,0.2872,0.2379
17647,Dinamico & Contrastante,0.4337,0.1846,0.2233,0.1585
15273,Brilhante & Intenso,0.17,0.252,0.4597,0.1184
20190,Brilhante & Intenso,0.2211,0.2112,0.4374,0.1302
16460,Dinamico & Contrastante,0.3362,0.1991,0.1945,0.2703
11929,Pulsante & Sombrio,0.2274,0.2223,0.2511,0.2992
14985,Quente & Encorpado,0.2352,0.3106,0.2023,0.2519
19148,Brilhante & Intenso,0.2335,0.2079,0.4494,0.1092
13515,Pulsante & Sombrio,0.1891,0.2558,0.1321,0.4231
19187,Brilhante & Intenso,0.2436,0.2131,0.4174,0.1259
17168,Pulsante & Sombrio,0.2047,0.2593,0.2167,0.3194
10128,Dinamico & Contrastante,0.3133,0.2149,0.2607,0.2111
12506,Dinamico & Contrastante,0.2738,0.2179,0.2686,0.2398
10311,Dinamico & Contrastante,0.3527,0.2146,0.2742,0.1585
17279,Brilhante & Intenso,0.2475,0.2178,0.4196,0.1151
22330,Brilhante & Intenso,0.1792,0.2587,0.434,0.1281
12807,Quente & Encorpado,0.1728,0.3755,0.2975,0.1541
20014,Brilhante & Intenso,0.2495,0.2612,0.3447,0.1446
10322,Dinamico & Contrastante,0.4671,0.1565,0.1697,0.2066
18963,Dinamico & Contrastante,0.4002,0.1984,0.1775,0.224
3114,Quente & Encorpado,0.1168,0.478,0.3091,0.096
20738,Quente & Encorpado,0.2183,0.3706,0.2212,0.1899
4236,Brilhante & Intenso,0.224,0.2705,0.3631,0.1423
19428,Pulsante & Sombrio,0.2064,0.1778,0.1391,0.4767
13031,Pulsante & Sombrio,0.1876,0.2038,0.1494,0.4592
3562,Pulsante & Sombrio,0.2658,0.2364,0.2011,0.2967
12484,Quente & Encorpado,0.1545,0.4103,0.2279,0.2074
10859,Quente & Encorpado,0.1594,0.4189,0.2026,0.2191
18911,Brilhante & Intenso,0.2228,0.2995,0.3209,0.1568
2078,Dinamico & Contrastante,0.3276,0.2368,0.2754,0.1603
11483,Dinamico & Contrastante,0.3058,0.2457,0.2096,0.239
10679,Pulsante & Sombrio,0.2702,0.1844,0.2033,0.3421
17021,Brilhante & Intenso,0.132,0.3673,0.3869,0.1137
18609,Brilhante & Intenso,0.2045,0.2292,0.437,0.1294
4269,Brilhante & Intenso,0.2012,0.2356,0.4326,0.1305
15478,Brilhante & Intenso,0.1452,0.3316,0.4207,0.1026
16941,Pulsante & Sombrio,0.2785,0.2107,0.2219,0.2889
19281,Brilhante & Intenso,0.1901,0.2923,0.3809,0.1367
12727,Dinamico & Contrastante,0.4167,0.1481,0.1743,0.2609
15114,Quente & Encorpado,0.179,0.3881,0.2808,0.1521
3617,Brilhante & Intenso,0.1895,0.2263,0.4506,0.1336
18652,Quente & Encorpado,0.1326,0.5083,0.2568,0.1024
17257,Brilhante & Intenso,0.2015,0.2508,0.4345,0.1132
11333,Pulsante & Sombrio,0.3034,0.1707,0.1621,0.3638
17133,Pulsante & Sombrio,0.2681,0.2173,0.133,0.3816
4182,Quente & Encorpado,0.1688,0.4281,0.2254,0.1777
20951,Brilhante & Intenso,0.1885,0.2915,0.3717,0.1483
11767,Pulsante & Sombrio,0.2784,0.2103,0.1757,0.3356
15554,Brilhante & Intenso,0.2593,0.1963,0.4143,0.13
20310,Pulsante & Sombrio,0.2995,0.1905,0.1633,0.3467
3177,Pulsante & Sombrio,0.264,0.1656,0.1455,0.425
16440,Brilhante & Intenso,0.202,0.3233,0.35,0.1247
10759,Brilhante & Intenso,0.1749,0.3403,0.3435,0.1413
3624,Quente & Encorpado,0.2084,0.3695,0.2772,0.1448
20340,Quente & Encorpado,0.2194,0.2912,0.2723,0.2171
15324,Quente & Encorpado,0.2438,0.2681,0.246,0.242
10425,Brilhante & Intenso,0.2422,0.2617,0.3638,0.1323
20834,Pulsante & Sombrio,0.2624,0.2015,0.1603,0.3758
12957,Quente & Encorpado,0.1639,0.3477,0.3102,0.1782
12051,Brilhante & Intenso,0.17,0.2206,0.5016,0.1078
12695,Pulsante & Sombrio,0.2834,0.1766,0.1665,0.3736
10502,Brilhante & Intenso,0.2276,0.243,0.3455,0.1839
3881,Brilhante & Intenso,0.2813,0.1857,0.3713,0.1617
12270,Brilhante & Intenso,0.195,0.3111,0.3531,0.1408
3884,Pulsante & Sombrio,0.2282,0.2006,0.1366,0.4345
13157,Dinamico & Contrastante,0.4056,0.1702,0.2801,0.1442
18135,Brilhante & Intenso,0.1984,0.2554,0.4441,0.1021
11837,Dinamico & Contrastante,0.3434,0.2523,0.1985,0.2057
13322,Brilhante & Intenso,0.1886,0.189,0.5113,0.1111
19672,Quente & Encorpado,0.233,0.3027,0.2016,0.2628
22201,Pulsante & Sombrio,0.3035,0.1735,0.2082,0.3148
20400,Pulsante & Sombrio,0.1704,0.2449,0.1635,0.4212
12671,Pulsante & Sombrio,0.2767,0.1869,0.1871,0.3493
11836,Pulsante & Sombrio,0.2677,0.2692,0.1736,0.2895
12357,Pulsante & Sombrio,0.2697,0.1655,0.1489,0.4159
19368,Quente & Encorpado,0.211,0.3439,0.2027,0.2424
21245,Brilhante & Intenso,0.1518,0.331,0.3623,0.1548
8046,Pulsante & Sombrio,0.2106,0.1976,0.1509,0.4409
13250,Pulsante & Sombrio,0.1972,0.2105,0.1504,0.4419
10902,Dinamico & Contrastante,0.3889,0.1863,0.2354,0.1894
11548,Pulsante & Sombrio,0.1947,0.3067,0.1499,0.3487
21030,Brilhante & Intenso,0.2937,0.2541,0.3152,0.1369
20193,Pulsante & Sombrio,0.2438,0.2751,0.1734,0.3076
22067,Pulsante & Sombrio,0.2159,0.2864,0.1728,0.3249
20061,Dinamico & Contrastante,0.4293,0.1503,0.1738,0.2466
19482,Brilhante & Intenso,0.1623,0.331,0.3911,0.1156
15871,Pulsante & Sombrio,0.2237,0.2552,0.2079,0.3133
12829,Brilhante & Intenso,0.2426,0.2395,0.3843,0.1336
11063,Pulsante & Sombrio,0.2079,0.27,0.2075,0.3147
13464,Pulsante & Sombrio,0.219,0.2037,0.198,0.3793
12955,Brilhante & Intenso,0.1753,0.3156,0.4033,0.1058
14126,Quente & Encorpado,0.2491,0.2843,0.2836,0.183
12663,Brilhante & Intenso,0.1925,0.2683,0.3884,0.1508
10907,Brilhante & Intenso,0.1595,0.2448,0.4811,0.1146
2972,Quente & Encorpado,0.1902,0.3547,0.3255,0.1296
21034,Pulsante & Sombrio,0.1799,0.255,0.1426,0.4225
17690,Brilhante & Intenso,0.2826,0.1676,0.3856,0.1642
12322,Quente & Encorpado,0.1203,0.5389,0.1775,0.1633
3505,Brilhante & Intenso,0.1855,0.2629,0.4352,0.1164
2500,Brilhante & Intenso,0.1662,0.3267,0.3812,0.1258
20211,Dinamico & Contrastante,0.358,0.209,0.2707,0.1623
14827,Pulsante & Sombrio,0.3022,0.1825,0.1429,0.3725
16543,Pulsante & Sombrio,0.1892,0.2994,0.1411,0.3703
22011,Quente & Encorpado,0.1652,0.3965,0.2938,0.1446
17243,Brilhante & Intenso,0.1816,0.2535,0.4658,0.0991
12184,Brilhante & Intenso,0.2461,0.2593,0.2901,0.2046
10341,Quente & Encorpado,0.1571,0.3583,0.1672,0.3173
10632,Pulsante & Sombrio,0.2823,0.2307,0.1574,0.3297
11424,Dinamico & Contrastante,0.4325,0.1932,0.2144,0.1598
19117,Brilhante & Intenso,0.2016,0.327,0.339,0.1324
18342,Dinamico & Contrastante,0.3729,0.1685,0.1447,0.3139
12091,Brilhante & Intenso,0.121,0.3751,0.4087,0.0952
3917,Quente & Encorpado,0.2758,0.3097,0.2363,0.1782
22283,Quente & Encorpado,0.1621,0.4313,0.2491,0.1575
13293,Brilhante & Intenso,0.2299,0.2064,0.3787,0.185
1480,Dinamico & Contrastante,0.3444,0.1945,0.2869,0.1742
19754,Dinamico & Contrastante,0.3683,0.1999,0.2256,0.2062
11571,Dinamico & Contrastante,0.4246,0.1546,0.1911,0.2298
15709,Dinamico & Contrastante,0.339,0.279,0.2325,0.1495
15242,Brilhante & Intenso,0.234,0.2592,0.3782,0.1287
20852,Quente & Encorpado,0.2734,0.2919,0.2006,0.2341
13462,Brilhante & Intenso,0.1451,0.336,0.4215,0.0974
16345,Brilhante & Intenso,0.176,0.3317,0.3408,0.1516
1382,Quente & Encorpado,0.1943,0.4195,0.241,0.1452
2719,Quente & Encorpado,0.1453,0.3673,0.3336,0.1538
15214,Quente & Encorpado,0.1229,0.5076,0.2446,0.1249
18630,Dinamico & Contrastante,0.3867,0.1676,0.1734,0.2722
21298,Brilhante & Intenso,0.2785,0.2497,0.3326,0.1392
12300,Brilhante & Intenso,0.2308,0.1677,0.5006,0.1009
20536,Brilhante & Intenso,0.1614,0.2187,0.5121,0.1078
12131,Quente & Encorpado,0.2235,0.3448,0.2825,0.1492
13065,Dinamico & Contrastante,0.3397,0.2137,0.1915,0.255
20517,Brilhante & Intenso,0.2381,0.2612,0.3464,0.1544
11923,Dinamico & Contrastante,0.2847,0.2309,0.2752,0.2091
15566,Pulsante & Sombrio,0.3309,0.1732,0.1561,0.3398
12208,Quente & Encorpado,0.1365,0.4524,0.2664,0.1447
2545,Quente & Encorpado,0.154,0.4331,0.2667,0.1462
21946,Dinamico & Contrastante,0.315,0.208,0.2038,0.2732
21252,Brilhante & Intenso,0.1327,0.3589,0.4277,0.0808
11908,Pulsante & Sombrio,0.2544,0.2181,0.2097,0.3178
12717,Brilhante & Intenso,0.2777,0.2301,0.3537,0.1385
16366,Pulsante & Sombrio,0.2239,0.2281,0.157,0.3909
18063,Dinamico & Contrastante,0.4723,0.1541,0.1744,0.1992
21483,Quente & Encorpado,0.2189,0.3472,0.2307,0.2033
16691,Dinamico & Contrastante,0.3446,0.2106,0.2554,0.1894
11084,Dinamico & Contrastante,0.3095,0.2465,0.2816,0.1625
18549,Quente & Encorpado,0.1645,0.3467,0.331,0.1578
22018,Pulsante & Sombrio,0.329,0.1773,0.1504,0.3433
18491,Dinamico & Contrastante,0.4461,0.1504,0.1782,0.2253
2576,Pulsante & Sombrio,0.2673,0.2151,0.1935,0.324
20382,Brilhante & Intenso,0.1429,0.2268,0.539,0.0913
17220,Pulsante & Sombrio,0.2458,0.2117,0.2022,0.3403
22027,Quente & Encorpado,0.1774,0.3548,0.3326,0.1352
20928,Quente & Encorpado,0.1594,0.4979,0.2162,0.1265
11052,Quente & Encorpado,0.2044,0.3507,0.1855,0.2594
11236,Brilhante & Intenso,0.1936,0.2673,0.4291,0.11
4224,Brilhante & Intenso,0.2361,0.2193,0.4019,0.1427
16092,Dinamico & Contrastante,0.3658,0.1698,0.2002,0.2642
16562,Quente & Encorpado,0.2281,0.3111,0.249,0.2119
15259,Quente & Encorpado,0.2351,0.3437,0.2422,0.179
3641,Brilhante & Intenso,0.2021,0.314,0.3413,0.1425
14860,Brilhante & Intenso,0.2731,0.1905,0.3912,0.1452
3557,Brilhante & Intenso,0.2872,0.2125,0.3214,0.1789
16171,Brilhante & Intenso,0.1788,0.3312,0.3598,0.1302
16539,Dinamico & Contrastante,0.3518,0.1796,0.2196,0.2489
15760,Brilhante & Intenso,0.2268,0.2258,0.401,0.1465
12711,Brilhante & Intenso,0.2186,0.1974,0.4686,0.1155
18552,Pulsante & Sombrio,0.2546,0.1939,0.2236,0.3279
11801,Dinamico & Contrastante,0.296,0.1976,0.2305,0.2759
12242,Dinamico & Contrastante,0.4087,0.153,0.1491,0.2892
11385,Pulsante & Sombrio,0.2447,0.2373,0.2392,0.2788
12733,Brilhante & Intenso,0.2199,0.2298,0.4275,0.1228
19985,Brilhante & Intenso,0.1362,0.3044,0.4635,0.0959
12578,Pulsante & Sombrio,0.2929,0.1826,0.1839,0.3405
13277,Brilhante & Intenso,0.2227,0.2253,0.363,0.189
15943,Pulsante & Sombrio,0.2495,0.221,0.1492,0.3803
21551,Pulsante & Sombrio,0.2886,0.1687,0.155,0.3878
21440,Quente & Encorpado,0.2084,0.3502,0.2166,0.2248
2704,Pulsante & Sombrio,0.1839,0.2041,0.1377,0.4742
13579,Brilhante & Intenso,0.1841,0.2313,0.4569,0.1277
18307,Brilhante & Intenso,0.2062,0.2353,0.4416,0.1169
15707,Quente & Encorpado,0.146,0.4365,0.2298,0.1876
20833,Pulsante & Sombrio,0.2521,0.2433,0.2399,0.2648
17581,Pulsante & Sombrio,0.2212,0.3007,0.1767,0.3015
2362,Quente & Encorpado,0.1682,0.4133,0.2475,0.171
12732,Brilhante & Intenso,0.1614,0.3272,0.3657,0.1457
21150,Quente & Encorpado,0.2356,0.3404,0.2363,0.1877
10371,Quente & Encorpado,0.1833,0.3403,0.1784,0.298
16791,Dinamico & Contrastante,0.3566,0.1553,0.1374,0.3507
20478,Quente & Encorpado,0.2176,0.2927,0.2524,0.2373
13023,Quente & Encorpado,0.2864,0.3149,0.2022,0.1965
14826,Brilhante & Intenso,0.1795,0.3348,0.3699,0.1158
16917,Pulsante & Sombrio,0.2801,0.2048,0.1955,0.3196
20901,Brilhante & Intenso,0.2732,0.2332,0.3516,0.1419
17042,Quente & Encorpado,0.13,0.475,0.2157,0.1792
12455,Pulsante & Sombrio,0.1911,0.2967,0.1764,0.3358
22398,Dinamico & Contrastante,0.3367,0.1654,0.1775,0.3204
1395,Quente & Encorpado,0.1367,0.4083,0.3174,0.1376
2493,Quente & Encorpado,0.1892,0.3541,0.2889,0.1677
15657,Quente & Encorpado,0.2544,0.3335,0.2201,0.1919
17772,Brilhante & Intenso,0.2735,0.1946,0.3915,0.1404
20672,Quente & Encorpado,0.1621,0.3818,0.2923,0.1638
13520,Dinamico & Contrastante,0.3441,0.2284,0.1638,0.2637
20667,Pulsante & Sombrio,0.2047,0.2538,0.1787,0.3629
13317,Pulsante & Sombrio,0.2072,0.1962,0.1657,0.4309
11021,Brilhante & Intenso,0.1913,0.2951,0.3802,0.1334
12967,Quente & Encorpado,0.1982,0.3197,0.265,0.2171
13178,Brilhante & Intenso,0.2295,0.3067,0.3192,0.1445
19737,Dinamico & Contrastante,0.3507,0.1827,0.1883,0.2784
16104,Brilhante & Intenso,0.1827,0.2387,0.4746,0.104
17476,Quente & Encorpado,0.1338,0.4394,0.276,0.1508
11682,Quente & Encorpado,0.172,0.3459,0.2321,0.25
10873,Brilhante & Intenso,0.28,0.2171,0.3108,0.192
11007,Dinamico & Contrastante,0.3168,0.2046,0.1876,0.291
21643,Brilhante & Intenso,0.166,0.2811,0.4084,0.1445
16859,Quente & Encorpado,0.2695,0.2966,0.2643,0.1697
19410,Dinamico & Contrastante,0.3593,0.1685,0.1688,0.3033
20429,Quente & Encorpado,0.1403,0.4484,0.2431,0.1682
20078,Pulsante & Sombrio,0.2611,0.1785,0.1812,0.3791
18449,Dinamico & Contrastante,0.3451,0.2279,0.1858,0.2412
10045,Quente & Encorpado,0.1656,0.3703,0.3313,0.1328
16961,Dinamico & Contrastante,0.3417,0.1809,0.1426,0.3348
15480,Quente & Encorpado,0.2015,0.326,0.1832,0.2893
16115,Brilhante & Intenso,0.2176,0.194,0.4723,0.1161
20623,Quente & Encorpado,0.2466,0.3502,0.2005,0.2027
12763,Brilhante & Intenso,0.1617,0.3422,0.3627,0.1334
16187,Brilhante & Intenso,0.2538,0.192,0.4095,0.1447
18351,Quente & Encorpado,0.1441,0.4214,0.2252,0.2094
17779,Brilhante & Intenso,0.2554,0.2339,0.3034,0.2073
10438,Dinamico & Contrastante,0.4359,0.1851,0.1738,0.2051
14009,Pulsante & Sombrio,0.2493,0.2445,0.2266,0.2797
18783,Brilhante & Intenso,0.1382,0.188,0.595,0.0788
12873,Brilhante & Intenso,0.2241,0.2639,0.3914,0.1207
10807,Pulsante & Sombrio,0.2312,0.2397,0.2474,0.2817
16350,Dinamico & Contrastante,0.4072,0.1651,0.198,0.2297
15111,Brilhante & Intenso,0.1654,0.2055,0.5428,0.0863
19447,Dinamico & Contrastante,0.4234,0.1937,0.2003,0.1826
17488,Brilhante & Intenso,0.2147,0.2271,0.3833,0.1749
2332,Brilhante & Intenso,0.297,0.219,0.3136,0.1704
19601,Quente & Encorpado,0.1611,0.3716,0.3581,0.1092
1381,Brilhante & Intenso,0.2208,0.2363,0.4289,0.114
11445,Quente & Encorpado,0.1715,0.4319,0.2198,0.1767
10541,Brilhante & Intenso,0.1615,0.2213,0.5151,0.1021
3135,Quente & Encorpado,0.1369,0.3943,0.3473,0.1216
12191,Dinamico & Contrastante,0.3838,0.1878,0.277,0.1514
10616,Brilhante & Intenso,0.2401,0.2308,0.4261,0.103
21143,Brilhante & Intenso,0.2615,0.2145,0.3503,0.1738
20277,Quente & Encorpado,0.1821,0.3565,0.2823,0.1792
1616,Dinamico & Contrastante,0.3573,0.1557,0.1467,0.3403
21885,Dinamico & Contrastante,0.3453,0.2068,0.3197,0.1282
2463,Brilhante & Intenso,0.2491,0.2742,0.3116,0.1652
18128,Quente & Encorpado,0.2526,0.356,0.2062,0.1851
19607,Brilhante & Intenso,0.196,0.2796,0.4114,0.1129
10961,Dinamico & Contrastante,0.3453,0.1809,0.3138,0.16
2879,Dinamico & Contrastante,0.3338,0.2107,0.2057,0.2497
21228,Dinamico & Contrastante,0.4606,0.1466,0.2357,0.1572
3324,Brilhante & Intenso,0.2107,0.2049,0.4676,0.1168
13329,Quente & Encorpado,0.1701,0.4071,0.1837,0.2392
18802,Pulsante & Sombrio,0.2213,0.1686,0.139,0.4711
10835,Pulsante & Sombrio,0.2247,0.2243,0.1481,0.4029
1674,Quente & Encorpado,0.1756,0.4055,0.2973,0.1215
10711,Pulsante & Sombrio,0.1823,0.2176,0.1396,0.4605
2088,Pulsante & Sombrio,0.1927,0.2476,0.1934,0.3663
3249,Dinamico & Contrastante,0.2802,0.2077,0.2347,0.2773
20303,Brilhante & Intenso,0.2115,0.277,0.3671,0.1443
20430,Brilhante & Intenso,0.175,0.2502,0.4594,0.1155
12542,Brilhante & Intenso,0.2477,0.278,0.2952,0.1791
22592,Dinamico & Contrastante,0.4671,0.1355,0.2061,0.1914
12965,Pulsante & Sombrio,0.2497,0.2079,0.1738,0.3686
12098,Quente & Encorpado,0.1685,0.3526,0.2283,0.2505
11460,Dinamico & Contrastante,0.3367,0.1748,0.325,0.1636
14786,Quente & Encorpado,0.1816,0.4256,0.2133,0.1796
22248,Quente & Encorpado,0.1788,0.3606,0.2258,0.2348
4186,Pulsante & Sombrio,0.2477,0.2201,0.1953,0.3369
10278,Brilhante & Intenso,0.1652,0.2902,0.4425,0.1021
15601,Quente & Encorpado,0.1587,0.3701,0.338,0.1331
17680,Pulsante & Sombrio,0.2101,0.1906,0.1531,0.4462
3193,Pulsante & Sombrio,0.1963,0.2839,0.1713,0.3485
10473,Quente & Encorpado,0.1834,0.3945,0.1873,0.2348
19200,Pulsante & Sombrio,0.2112,0.2508,0.2512,0.2867
17864,Dinamico & Contrastante,0.4925,0.1366,0.2029,0.1681
12239,Pulsante & Sombrio,0.3221,0.1768,0.1594,0.3417
4463,Brilhante & Intenso,0.2795,0.2176,0.3386,0.1644
18235,Dinamico & Contrastante,0.3237,0.2046,0.2946,0.1771
15383,Pulsante & Sombrio,0.2224,0.2092,0.1675,0.4009
18216,Quente & Encorpado,0.234,0.3696,0.2048,0.1916
12134,Brilhante & Intenso,0.2291,0.2127,0.4628,0.0954
11183,Pulsante & Sombrio,0.253,0.1909,0.1638,0.3923
11138,Quente & Encorpado,0.2283,0.3091,0.2001,0.2625
10814,Quente & Encorpado,0.2152,0.3015,0.1957,0.2876
15465,Pulsante & Sombrio,0.2455,0.183,0.1326,0.4389
17755,Quente & Encorpado,0.1443,0.4108,0.3379,0.1069
19035,Brilhante & Intenso,0.1847,0.2636,0.4276,0.124
15065,Brilhante & Intenso,0.1745,0.2622,0.4482,0.1151
10047,Brilhante & Intenso,0.1689,0.2418,0.483,0.1062
20141,Pulsante & Sombrio,0.2488,0.2218,0.1511,0.3783
16012,Brilhante & Intenso,0.1597,0.3352,0.341,0.1641
12980,Dinamico & Contrastante,0.3258,0.1996,0.2155,0.2591
10118,Quente & Encorpado,0.1004,0.5933,0.2144,0.0919
14990,Brilhante & Intenso,0.2782,0.1747,0.4384,0.1087
4069,Quente & Encorpado,0.2013,0.3203,0.2732,0.2052
9718,Quente & Encorpado,0.1418,0.4733,0.2368,0.1481
19165,Dinamico & Contrastante,0.458,0.1429,0.2008,0.1983
3765,Quente & Encorpado,0.2045,0.2876,0.2246,0.2833
10692,Brilhante & Intenso,0.2127,0.3055,0.3175,0.1642
18837,Brilhante & Intenso,0.2939,0.1671,0.4282,0.1108
20669,Brilhante & Intenso,0.1683,0.2805,0.4058,0.1454
3291,Dinamico & Contrastante,0.4813,0.1536,0.1907,0.1744
11331,Pulsante & Sombrio,0.1944,0.2289,0.1824,0.3944
20929,Quente & Encorpado,0.1706,0.3737,0.2828,0.1728
16208,Brilhante & Intenso,0.2852,0.2457,0.306,0.1632
3650,Brilhante & Intenso,0.2477,0.2139,0.38,0.1583
11675,Dinamico & Contrastante,0.3442,0.178,0.1513,0.3265
13331,Quente & Encorpado,0.1658,0.4241,0.2598,0.1503
22239,Brilhante & Intenso,0.1164,0.2272,0.5788,0.0776
11437,Quente & Encorpado,0.2348,0.3479,0.1697,0.2476
22518,Pulsante & Sombrio,0.2213,0.2127,0.16,0.406
10397,Quente & Encorpado,0.1629,0.4266,0.1738,0.2367
11216,Quente & Encorpado,0.1909,0.3861,0.2145,0.2085
20686,Quente & Encorpado,0.1767,0.4464,0.2592,0.1176
17787,Quente & Encorpado,0.2086,0.3138,0.2311,0.2465
17499,Quente & Encorpado,0.2075,0.3194,0.1759,0.2972
17996,Brilhante & Intenso,0.1988,0.2037,0.4562,0.1413
10179,Quente & Encorpado,0.1898,0.3484,0.2139,0.248
12105,Dinamico & Contrastante,0.3313,0.2566,0.2498,0.1622
11184,Brilhante & Intenso,0.2717,0.2643,0.3119,0.1522
10834,Quente & Encorpado,0.1856,0.3621,0.2433,0.209
19192,Dinamico & Contrastante,0.3353,0.1964,0.1754,0.2929
19739,Quente & Encorpado,0.1553,0.4096,0.1718,0.2632
14873,Quente & Encorpado,0.2193,0.3848,0.1888,0.2071
22551,Quente & Encorpado,0.1566,0.4096,0.2743,0.1595
18907,Brilhante & Intenso,0.1513,0.3367,0.4156,0.0964
13160,Pulsante & Sombrio,0.2053,0.2631,0.1782,0.3534
16351,Brilhante & Intenso,0.1828,0.2894,0.3915,0.1362
12755,Pulsante & Sombrio,0.2009,0.2085,0.134,0.4566
20777,Quente & Encorpado,0.1893,0.3233,0.3097,0.1777
10410,Dinamico & Contrastante,0.3408,0.1938,0.2949,0.1705
21083,Brilhante & Intenso,0.188,0.1991,0.518,0.0949
15958,Quente & Encorpado,0.1809,0.3295,0.2542,0.2354
10496,Brilhante & Intenso,0.1543,0.2655,0.4526,0.1276
16638,Brilhante & Intenso,0.2003,0.2681,0.3823,0.1492
2732,Quente & Encorpado,0.2197,0.3212,0.2458,0.2133
12228,Pulsante & Sombrio,0.3224,0.1611,0.1479,0.3685
16467,Brilhante & Intenso,0.322,0.2132,0.3398,0.125
12562,Brilhante & Intenso,0.2544,0.2539,0.292,0.1998
1526,Pulsante & Sombrio,0.2833,0.1787,0.1373,0.4007
12325,Brilhante & Intenso,0.2378,0.2313,0.305,0.2259
15328,Dinamico & Contrastante,0.2741,0.2632,0.2044,0.2583
18226,Pulsante & Sombrio,0.2144,0.1961,0.1458,0.4436
10937,Dinamico & Contrastante,0.4048,0.1866,0.2148,0.1938
15305,Pulsante & Sombrio,0.2051,0.2345,0.1624,0.398
19568,Quente & Encorpado,0.2175,0.3499,0.2401,0.1925
15680,Dinamico & Contrastante,0.3278,0.1748,0.1914,0.306
20932,Pulsante & Sombrio,0.2652,0.1985,0.2503,0.286
