,LDA_Component_1,LDA_Component_2,LDA_Component_3,LDA_Component_4,LDA_Component_5,LDA_Component_6,LDA_Component_7
cat__artist_name_Kenny Assis,-0.07010752932136573,-0.05802663562294386,0.1566989327433953,0.2606852103875123,0.17307441805883633,0.10161983850508359,-0.12499682108349233
cat__artist_name_Kenny Gilmore,-0.011630636769768589,0.0018406442647330547,-0.05370102910504707,-0.001860232857474802,-0.02436448972368982,0.3767526767317706,0.07227065365180214
cat__artist_name_Khaos - Du Michelini,-0.06312850361981126,0.08701606804010627,0.2960158792794956,-0.28987993842941273,1.9809189872354493,-2.381760684927152,0.8847150325617377
cat__artist_name_Kim Carvalho,-0.08800890303874016,0.2669604380927212,-0.09631221280909255,0.06980305364243451,-0.17446681140733578,-0.18348596070177642,-0.1327387598951966
cat__artist_name_Kimba Oliveira - voz e violão,0.01565442759920249,-0.007102886931264074,0.13229557721833457,0.020887700816259167,0.05013190132044867,-0.04685994615597665,0.040496736663169206
cat__artist_name_Kiss for Kids,-0.0764953143156813,-0.08188367344969497,-0.24648020120865619,-0.1019648026259965,0.0546385644486063,0.15130547612458306,0.12879056854808169
cat__artist_name_Kleberson Batista - Pop Acústico,-0.0850908073413556,0.0028451661152053558,-0.18844009539784937,0.13387903517296534,-0.40886113028361903,0.31589775924296,3.749288526384622
cat__artist_name_Kleberson sobral e banda,-0.2738063427079318,0.07871100733842631,-0.8137822843352084,0.8781911884240509,0.04529381489541725,-0.04281476805768272,0.00905814162325248
cat__artist_name_Klebão,-0.17153744779335678,0.6747907398157835,0.24638174570764637,-0.030425842413176217,-0.09360458580920952,0.04666227647499121,-0.02318837898383543
cat__artist_name_Koralloop,-0.006761555847110163,0.02841148470320829,0.11297835202037655,0.12947946647757094,-0.09520301809288348,-0.16890788071683302,-0.01842460855410886
cat__artist_name_Kproducoes,0.38292813343828025,0.011695724144380765,0.07871534953881314,-0.24955332936481778,0.5192292074095631,-0.09924032929920183,-3.1265183856410386
cat__artist_name_Kristian pontes,0.003382165516553815,0.026549566051573215,-0.111869419002447,-0.017477661566596678,-0.041435922180073755,0.016806855811352127,-0.07252912615889541
cat__artist_name_Krêo  Fidélis - One Man Band,-0.06753193241730483,-0.07331361803629953,-0.036582137816536575,0.010064782005774443,-0.21120192318253872,-0.569735193576528,-0.10034351961254447
cat__artist_name_Kyllow,0.08314642559652075,-0.08952151468781148,-0.11247591978650741,0.018116657655483683,-0.02864195160815311,0.2518989551656688,-0.09838565300918488
cat__artist_name_L20,-0.05884828716888952,-0.10656859848490575,-0.019725543433559492,-0.04683306646423636,0.11294095702886982,-0.13054924692874104,0.04720044700821147
cat__artist_name_LALO FERNANDES E CANTORA,-0.3510729367300335,-0.17700266138486948,-0.002211413628158249,0.33049378118778594,0.22426105037550714,0.21469934049184305,-0.06278701262701915
cat__artist_name_LALOFERNANDES & CANTORA,0.25128436747367305,-0.012898088668775266,0.739119071539888,1.0525547520690852,-0.14069626079750527,-0.4673770493397349,0.1621781430747099
cat__artist_name_LANDAU,0.0008279764530253755,-0.006716461958260464,-0.04992623044116226,0.05273054055131733,0.07630736199743494,-0.020188994692337484,0.04981128610832498
cat__artist_name_LEANDRO CORREA REZENDE,0.04096344926885933,-0.425068620179506,-0.10995614656903725,-0.3215034593315516,0.19184452938598043,0.09272463389817723,0.04255122434948977
"cat__artist_name_LEOCRUZ Voz & Violão (mpb, pop, pop rock)",0.33378347377300965,-0.013498786964651253,-0.15991658356404093,-0.08741397836900955,-0.0661410015617857,0.17965079810776527,-0.13557584369639974
cat__artist_name_LETZ,-0.04260147876745862,-0.05193836282176084,0.11339971811266895,0.17949447383533437,0.038750732672787155,0.1268447152459385,0.008437969283850818
cat__artist_name_LIPPE RODRIGUES,-0.007021147988498815,-0.012432531865746364,-0.10762196948667445,-0.03672002698454922,0.0844259237758025,0.08531773561722661,0.018525818772751133
cat__artist_name_LIS SOUZA,0.3051412727370301,0.07017513420881583,-0.026302075420197753,-0.016851585829720937,0.17828784113438317,-0.14463035767670174,0.08260488145021397
cat__artist_name_LR DANETTI & METRÔ CAPUÊRA,-0.004562512441640679,-0.02220979321195375,-0.09804130153121193,0.08843238543325045,0.07508744026869701,-0.06353190775239921,0.39305408254165825
cat__artist_name_LUCCA FORTUNA,-0.010874817832937025,0.07614845864558908,-0.07924375264185457,-0.15832822205031674,0.012858933176075048,-0.22361619980601743,0.038945066970815886
cat__artist_name_LUIGI SANTO COUNTRY ROCK,0.09670930838231552,-0.03560270067233584,0.061975449554933545,0.11187983177497861,-0.14313623457024657,-0.01159385643023706,-0.03469150255555954
cat__artist_name_LUIGI SANTO ROCK,0.0645511099611833,-0.10327546913857295,-0.059590466134813856,-0.05844332764768021,0.023632338924132766,0.033124046687604505,0.06579556267828199
cat__artist_name_LUIZ AYRÃO- Um Samba De Respeito,-0.007216457135997524,0.40202242661159937,-0.011642756370265931,0.011589167822395658,-0.0037960360266319506,-0.09411614103873601,0.04875858639407807
cat__artist_name_La guitarra encantada,-0.029524542558364803,0.14515047582245905,-0.5392627122061002,0.7410307354667129,0.0137940262596575,-0.10953179539859194,-0.26166343960485583
cat__artist_name_Lado baum,-0.1054602697937713,-0.13170432373124358,-0.17855370613683305,-0.03903319971975508,-0.029962238189432736,0.3076547712013854,-0.16225175897684713
cat__artist_name_Lanari,0.45607147071473136,0.08446595138919498,-0.039305785390646296,-0.03943795323213114,0.0003628957040220221,-0.05803986535565612,-0.024511116173275827
cat__artist_name_Lari Louise,-0.07552933284337765,-0.030452736353841516,0.05373490684841656,0.025670950068149213,0.15102667654201796,-0.07604142502112181,-0.07682090459356
cat__artist_name_Laura Amorim,0.3024224003085374,0.005761189701254478,0.03984930417574892,0.08306705894374192,0.07225540895186784,0.18842979645666985,2.8661403316400922e-05
cat__artist_name_Laura Lima Acústico,0.31880098223507164,0.11414081712702791,0.07530255405577288,0.10795672697875656,0.0003237935911047851,0.03297058670986496,0.03875817192025079
cat__artist_name_Leandro Cavaggioni ao vivo,-0.023875160648309284,-0.04363255820170225,-0.03798964780999917,0.057739216780636725,-0.06210064897908111,-0.02055499916253831,0.08283136748540092
cat__artist_name_Leandro Diogo (LD),-0.003559158187591919,0.024729977353075836,0.05245171119307397,-0.048051692380610835,0.04695635354248367,-0.01731591369264321,0.06380355413301973
cat__artist_name_Leandro Fernandes,-0.07862715255737142,-0.0771246984148405,-0.056231216404325324,-0.07409457651271638,-0.08551281626543264,-0.3911074021144473,-0.09087582218954199
cat__artist_name_Leandro Goiano - Autorais e muito mais,-0.06873885617183172,-0.0779544765354322,0.01599994849978177,-0.044519687367224184,0.16596006376236133,0.11903394831030209,-0.060266327107012074
cat__artist_name_Leandro Lima,-0.0018338164694437515,-0.1059572608962515,-0.08564137441158051,-0.06051516475533871,0.06782733819033687,0.10246731796986955,-0.020365367140525673
cat__artist_name_Leandro Oliveira,-0.0783571912055004,-0.07937655403210747,-0.11939097874839759,-0.12163043574382047,0.05063092355904908,0.11937782746782041,0.03952579572469394
cat__artist_name_Leandro Sambora,-0.04243159450995703,-0.010603565502593464,0.09449242337671082,-0.0046840699633187155,0.045151803656473886,-0.09828389243265415,-0.0611168156343749
cat__artist_name_Leandro da Silva,0.019297727085265087,0.039242726973029475,0.12454008887203866,-0.01444034245841186,0.4080856322391316,-0.24690518854699303,0.17684698367045976
cat__artist_name_Leandro e Ferraz,-0.04289250581323752,-0.08715980616932763,-0.13296698088793213,-0.11032991993862838,0.13768161133886925,0.1027154416193354,-0.048767556380950317
cat__artist_name_Leidy Araujo,0.066159743547029,-0.10439161498268888,-0.27009989551776303,-0.10031434073124663,0.15164417986634077,1.0623421458816271,-0.10356650598822724
cat__artist_name_Leila Santana,0.010375797081617469,0.0561889140617797,0.019201261960360854,0.11292663736984533,-0.002489067638988786,-0.14553741375869944,0.09818902003423038
cat__artist_name_Lelei Junior,-0.020494474967013822,-0.024550184372767847,0.09857494887417836,0.2523391258183593,-0.1115377620696808,0.15501986860305048,-0.06701928301178495
cat__artist_name_Lembrando de Mim,-0.010246092912804282,-0.03847454723607453,0.16987919996042936,0.1280604063584138,-0.04237025703551615,-0.10080351324295646,0.09131321394674653
cat__artist_name_Lembranças,-0.027772276452951123,-0.1868186980344859,0.04921646085993323,0.11128654614292122,-0.1261298986986465,-0.12433721250001104,-0.00029041408573135725
cat__artist_name_Lenna do Valle,0.09240862877169068,-0.00548182290467113,0.0795621802046513,0.17679244571674402,-0.14086124697312666,-0.14107630377950708,-0.01949144404850169
cat__artist_name_Lenner Andrade,-0.02389920364761492,-0.055530465813082325,0.015222192963669192,0.09473583690126669,-0.17210880942220758,-0.02087739827032707,0.001557428456575148
cat__artist_name_Leo & Gustavo,-0.03836490183635475,-0.08557460372456528,0.0014773284936223383,0.12891286601935895,0.05536582394409096,0.0008755339407714863,0.015491495627530187
cat__artist_name_Leo & Kaique,-0.03970073372266473,-0.05919634255597693,-0.0061117387547521855,-0.0503414810784955,0.07076194413340749,-0.09882586889287548,0.016140206965405045
cat__artist_name_Leo Bandeira Solo,-0.0299180496581727,-0.005791606627335467,-0.13107112623304365,-0.15415394114647227,0.1604304997019527,0.1250722271401676,-0.008740442192893163
cat__artist_name_Leo Bitencourt,-0.0810935202047201,-0.08994180167806168,-0.014599458282924449,0.0026500502505439954,-0.08130236204246274,-0.4671889965882915,-0.1597414666211388
cat__artist_name_Leo Bueno e Julio Cesar,-0.03204089835215965,-0.10138084128179745,0.03510258810948502,0.1330193073498161,0.1952914482103486,0.13051344817936789,-0.030980337137123268
cat__artist_name_Leo Chaves,-0.04933581265474805,-0.04856808220477563,0.11268911139412123,0.1311099196181631,0.08253866742482734,0.06029367185323077,0.005606118190614787
cat__artist_name_Leo Djow e Djow Band,0.019734920453962496,0.05953358386569119,0.016456671696593834,0.05375182707458521,-0.08921067389969901,-0.0902495216561949,-0.15280776012553493
cat__artist_name_Leo Dpaula - MPB/Pop Rock,-0.06167163224952809,-0.04247443376341601,0.112348072442548,0.24671379971992016,0.15817457076118616,0.13598141368436906,-0.06427642817968351
cat__artist_name_Leo Dpaula - MPB| Rock Nacional| Brasilidades,-0.044571631120831776,-0.08279316407035504,0.16081581678372872,0.36465787567526375,0.10994317235257085,0.11474650092325034,-0.027783798159892657
cat__artist_name_Leo Félix,-0.03462558628133599,0.5936191093342131,0.4570263322698574,0.6233792020245001,-0.7769751488514567,-0.3582542707586093,-0.022526153991727096
cat__artist_name_Leo Guima,-0.029815899580934828,-0.06830170094093428,0.1412902072161244,0.0012776526528216372,-0.1697496591297279,-0.3081824247759047,0.05648481509316022
cat__artist_name_Leo Lima,-0.02375252218578618,-0.05295304326577354,0.14346271126767848,0.007303888261375794,-0.11312416771860104,-0.25245790486660796,0.019613725056268565
cat__artist_name_Leo Oliveira,-0.0024137147802405614,-0.024819883526822312,0.014316150669401896,0.23561683769917047,-0.4601943394164429,0.04908112402849642,-0.08004437638331052
cat__artist_name_Leo Parisi,-0.04571666966208192,-0.06028263951171801,-0.11905544817649555,-0.1113197624957418,0.16806645506570542,0.09580800930582173,-0.026688497507904713
cat__artist_name_Leo Thrasher,-0.021888290968643104,-0.013564119377163383,-0.049527110309533426,0.013729174682812671,-0.09391836634709473,0.03956698025966064,-0.11586303514086081
cat__artist_name_Leo azis trio,0.07999316670381804,-0.016342904475804814,0.15491053344002856,0.06907655323726593,-0.32314847792792617,-0.3465372386473384,0.0817266844501866
cat__artist_name_Leo benni,-0.07450584579352162,-0.03249364000834612,-0.10694711949337074,-0.13249956732502657,0.16482807727599758,0.06846407842402244,-0.03648257044667822
cat__artist_name_Leo souza voz e cordas,-0.06237937567742634,-0.06479329033091037,0.14077391332687997,0.3299220740722267,0.12350503276890548,0.12341574488559484,-0.046227824462105424
cat__artist_name_Leon felix,-0.0036319433047424295,-0.16869426109872385,-0.4258753725758303,-0.3221879417995125,0.5228421154066349,0.2778766807626893,0.0029799707351360148
cat__artist_name_Leonardo Costa e Banda,-0.00965806402827081,-0.07160175203897878,-0.07824954391046679,-0.12783553123592603,0.1800351533604621,0.08670448718196071,0.032808342826700025
cat__artist_name_Leonardo Piton,0.26909502025825766,0.019481500894663183,-0.12692938703360157,-0.002094442610861546,-0.09263756814342602,0.09125257413355554,-0.01328175947268639
cat__artist_name_Leonardo Serafim,-0.06487418331892449,-0.10858662548325611,-0.04772338745213853,0.0049220710112812625,-0.06060396381129143,-0.4768361734697825,-0.041130238714426566
cat__artist_name_Leonella Martins,-0.02496676013372338,-0.009475461697848802,0.003907099180776038,-0.006990947011030102,-0.02585605353047584,-0.06473367845527987,-0.0032066032053518125
cat__artist_name_Les Davis blues band,-0.027957512131246223,-0.059865872484508406,-0.05296461755798736,-0.013638093611273078,-0.09801355705301343,-0.49176146454186415,-0.06959656397070359
cat__artist_name_Leticia Ambrósio e Banda,-0.016125306125824936,-0.043032636236665686,-0.188575048597915,-0.32100730362852153,0.1913165692456862,-0.004307784653287883,-0.01460676410375057
cat__artist_name_Lettícia Galeano,0.001107194945966493,-0.01683680133292861,0.02596715612579664,0.03538727769054972,-0.03883124099868813,-0.05396647653093805,0.055280876022584226
cat__artist_name_Levi Dorneles Voz e violão,0.03849492712207757,-0.04071093045379712,0.07850706138135881,0.1734934906125951,0.014704444241751092,0.10980032139539861,-0.03339655669224843
cat__artist_name_Levi Mattos & Um Violão,0.09447601573962879,-0.14279193896893178,-0.0066866070973857356,0.2150364814271049,-0.5406725078225384,0.4061608204938823,-0.17851580426204597
cat__artist_name_Levi Mattos [BANDA],-0.07975072768176186,0.07539086228665642,-0.10056905631009667,-0.21139836897611328,0.32027398656245926,-0.20570110519408863,0.16527181307452532
cat__artist_name_Levy Lopes,-0.03546288733157817,-0.06420648689109704,-0.09427615177614498,-0.09159703429169327,0.11889485923988524,0.05723743700589501,-0.01740490317119175
cat__artist_name_Lia Lemos,0.06104853674586408,-0.031916057930765344,0.06157047148468552,0.1854553839227646,-0.027404529554226495,0.054237019745129525,-0.0557900375022656
cat__artist_name_Liam Luv,-0.06334344155307295,-0.06150810671164142,0.12768125353671939,0.08176722776239652,-0.06564148832943208,-0.00039732200170533566,0.075589134766169
cat__artist_name_Libero Dietrich,-0.051511992259504986,-0.06036266747888838,0.7105689885854408,-0.6428424322989414,-0.19828959548872163,0.12989704693558018,0.100391638902055
cat__artist_name_Lica de Sá,-0.057514357883562475,-0.04741136143114688,0.18230813150990216,0.31595780486815794,0.12721585067858726,0.14523603212147415,-0.030337000072710372
cat__artist_name_Lidi Lima,-0.03722557378782141,-0.07436050220395922,-0.011967706094444485,-0.3063572135706708,0.16483687804804878,0.06160572962823447,0.22240437020122844
cat__artist_name_Lilian Estela. Cantora,-0.01891584536496891,-0.04545730459905937,-0.007034763953122908,0.023872817577346887,0.049591011839324996,0.004180413651973466,-0.06737010792017963
cat__artist_name_Lilian Jardim,-0.021982917956877655,0.040021742258448074,0.08338093989923467,0.026927884541385012,0.25994032635757264,-0.011963960247608221,0.00914553911653172
"cat__artist_name_Liliane duo, trio ou banda",0.27931955491197147,0.07428116134288056,0.05492710404999169,0.06074947350402734,-0.014205735635850768,-0.12131463373941827,0.08099342634656859
cat__artist_name_Lincon,-0.020215757553361215,-0.03526936401402486,0.002541556141196398,-0.09795658238420546,-0.07871035716452897,0.12543228375635643,-0.060427493921698494
cat__artist_name_Linda Vianna,-0.002944727293336965,-0.12713729975372273,0.04012736307770067,-0.03360825493811396,-0.11866680300363519,-0.06564849472575485,0.06812098205035821
cat__artist_name_Lira Club,-0.12369735339170479,-0.052969540462385514,0.03930275155587324,0.19020333081864063,0.08002960208767868,0.1150367499307246,-0.024107664473942702
cat__artist_name_Live Chic,0.3355342617562299,0.10298743594104272,-0.024075396104393364,0.010188121679845239,-0.06577019843602418,-0.009892862902084552,0.025754457742497225
cat__artist_name_Live Eletro Acústico,0.04957641361218101,-0.09604767363343275,0.672546948649721,-0.828707773419892,-0.8560852487149035,0.13754790978414988,0.23002997156141256
cat__artist_name_Livia Tigre,0.3919375259117463,0.051505090761176674,-0.07339201689168566,-0.10962573592106697,0.031963679613932414,0.09906373091618462,-0.01903871291869518
cat__artist_name_Lkroco e Banda,0.30653993415620356,0.03518533461349574,0.026183378159987336,0.03384240788038673,0.13994404259469817,-0.0027461949735560457,0.07352352295996264
cat__artist_name_Lobo Trio,-0.2915100185163901,1.58433193113029,-0.5021647490149707,0.31889865312528354,0.17851184789343805,-0.28929950263257015,-0.5420494199702535
cat__artist_name_Locomotiva,-0.006568524830476876,-0.030378989630280587,-0.030737505262884875,-0.013418469064155869,-0.0884656373177094,-0.4752327006052308,-0.030117873213886086
cat__artist_name_Lokahi,0.2008829967183834,0.10783648244654613,-0.10350488736171991,-0.15756326654491198,0.10412985203788745,0.2758544619758018,-0.06460179283735289
cat__artist_name_Longe Demais,-0.024918950232188607,-0.08750797085027731,-0.007915421745840607,0.07728556703987374,-0.01752883070528226,0.06767029624655832,-0.010933770649566812
cat__artist_name_Loo Rock Band,0.040737180794080036,-0.052926557723590846,-0.09830041179567356,-0.025339140720611206,0.024600376194819595,-0.004984338572206773,-0.036829916783442586
cat__artist_name_Lorena Dalla -  voz e violão,-0.04723927874642282,-0.07765077095555162,0.14108529172716866,0.33140363997223066,0.0513024520213265,0.05800706504988849,-0.038037300167762994
cat__artist_name_Lorena Malinovski - NOSTALGIA,0.02285160355708034,0.018036299087130888,-0.002875759634149181,-0.018361145908510533,-0.03718435030959753,0.05956206459083162,-0.10859771414000649
cat__artist_name_Lorena Pessanha,0.00025713687228028006,-0.0571629721205987,-0.03635779402970563,0.10263684642311294,-0.1955084923170209,-0.07119961250982389,-0.0024323477597397243
cat__artist_name_Lorenzo&Santiago,-0.06630105273627096,-0.09918509394777696,0.3331935368029589,-0.4229018736169331,-0.09582620026682251,0.06948610823461618,0.0649280838511915
cat__artist_name_Louise Mosini,0.4228323148930739,0.06782033872627426,-0.017535030625155976,-0.01524283463847366,0.015644247583427046,0.0028311432299000716,-0.001741995778999877
cat__artist_name_Louisiana Soul,-0.025038453860355383,-0.053339546635318515,-0.11630226753844033,-0.16657916867553152,0.0196947975305558,-0.008522230513198024,0.1244486524768111
cat__artist_name_Louzada Acústico,-0.05191741026576403,-0.04178860978298992,0.09722246662648049,0.19050582445728276,0.1044643062941131,0.10607506184391449,0.002984343646532316
cat__artist_name_Love Cabaret Performance (Subby),-0.04226924383932505,-0.061301170459906275,-0.07002927761224524,0.006780412635155511,-0.12180964897749214,-0.26542803355977246,-0.05644900665018577
cat__artist_name_Loyane Gomês,-0.0342606433208453,0.04197939751881512,-0.08110908036050617,-0.14384811482586435,-0.008675604947509626,-0.23637883595884887,-0.010818761121936764
cat__artist_name_Loyane Gomês voz e violão,-0.031421847050840265,-0.11400008150914114,0.1442057424045975,0.11648338916476735,0.0997491213280328,0.1513439636600198,0.1126612260959505
cat__artist_name_Lu Agoglia  Voz e Violão,-0.05937093124929279,0.05205094890311339,0.11112448329520587,0.229636674023959,-0.1929666401687459,0.10717121175333182,0.002673442557242441
cat__artist_name_Lu Borba,-0.09643278970708997,0.11893578507713377,0.1627534032880011,0.1953629684424023,-0.09149605020975385,0.14161666823932317,0.04779517569755753
cat__artist_name_Lu Santana,0.03478592438681759,0.03416687148870974,0.08066917540177394,0.12922617490022212,-0.03301678766534179,-0.05444553685078037,0.05100185385367772
cat__artist_name_Lu e Luan,-0.06695053643286793,-0.030273468212475136,0.010924911812575626,0.06817706612735461,0.04717923114937793,-0.031233374423831672,-0.058199462445709706
cat__artist_name_Luan Gonçalves Trio De Dois,-0.06032286052613208,-0.06645050132680733,-0.13024775634078634,-0.08800819136379631,0.1269679245927873,0.09527016278120895,-0.06348266544319382
cat__artist_name_Luan Gouvêa,0.28598863684695797,-0.007951367898405504,-0.17935051682033,-0.13839969767424828,0.06328249560715951,0.2217723407315285,-0.0665753571240148
cat__artist_name_Luan Voz Violão e Sanfona,0.22229008207415035,0.1569011998924356,0.27578189129961844,0.24809314328038273,-0.09796177284276059,-0.4282084854726321,0.07213274924897752
cat__artist_name_Luana Dias,0.27453914505619326,-0.017929285782287644,-0.11153119780677918,0.012993961885823697,0.01017911884319861,0.015896374976007835,-0.03712881450837103
cat__artist_name_Luana Marques,-0.03600571574680664,-0.05049826631535646,-0.08748415949566653,-0.08596213890525146,0.133741316494697,0.032793995445294745,0.013141758531940507
cat__artist_name_Luanah,0.42909836820158986,0.08549869343403962,-0.01282859840294716,-0.051993833367893746,0.005429327171626169,0.020838165315124026,-0.036218069214706015
cat__artist_name_Luau de Mel - Cancioneiro da Lua Cheia Voz e Violão,-0.13513219219096945,-0.1542378527194078,0.8589011872865758,-1.3771251252746932,-0.7282197775216579,-0.3869179196507494,0.10791039642208021
cat__artist_name_Lucas & Adriano,-0.039116179932689794,-0.0753389066595619,-0.1665449633567758,-0.15388825571822273,0.1156797534013944,0.13975031418939754,-0.02993660107607148
cat__artist_name_Lucas & Barbara,-0.0777736756918011,-0.09216055427496954,-0.16058352379052734,-0.1459374690350182,0.198470944880762,0.10911005177885261,-0.025423780291806943
cat__artist_name_Lucas & Fabrício,-0.045498775550187574,-0.02154272211847274,-0.008869351077500476,-0.10540277365131387,0.09717223022565159,-0.0819641289669628,0.018970574762817785
cat__artist_name_Lucas & Natasha,-0.02747287802524176,-0.06534128523404212,-0.021577860371791307,-0.014432611544121078,-0.01162823888370106,0.11377983501708613,-0.06700928116669706
cat__artist_name_Lucas Albuquerque,-0.04466095093792072,-0.0531446808772724,0.08867217682190814,0.1957339554776281,0.13783008978225267,0.10598158298089617,0.045144496583515825
cat__artist_name_Lucas Andrade,-0.07227993133651507,0.03781078096854004,-0.13129646807036105,-0.16770976226102635,0.0731100165871679,0.0961606341970398,-0.002929202802227658
cat__artist_name_Lucas Bessa,-0.03290511047377922,-0.05485072560337801,-0.11929013739927877,-0.10213236524235289,0.1449892115419636,0.10314118448393102,-0.01368788916365461
cat__artist_name_Lucas Borges e banda,-0.05711958646832962,-0.06236890393311762,-0.05672221290391251,-0.07871298420337572,0.1410126780319081,0.07619506925231324,-0.0007444165667428405
cat__artist_name_Lucas Camaro,-0.02964911577439245,-0.0727848239035395,-0.13615707075552508,-0.07888791782409622,0.11046640372842392,0.06577146280321901,0.04427257341396358
cat__artist_name_Lucas Coimbra,-0.07697781725434702,-0.03947346964924292,0.11146847440963162,0.27746700458661755,0.0707408860194023,0.12451431090148819,-0.022085276360053634
cat__artist_name_Lucas Costa,-0.0584373894153901,-0.05661596783619317,-0.11380894399139894,-0.09419039655852277,0.03868357432569232,0.1282350795059968,-0.054717228501358066
cat__artist_name_Lucas Eduardo,0.004006698351552828,-0.019863788125228276,-0.027542951742343353,0.008005645626415323,0.019901954504020873,0.09947426794201984,-0.09360352565655901
cat__artist_name_Lucas Felipe,0.04079343135593628,-0.0024646643376496475,-0.020046299822353026,0.05009663020013979,-0.023172964473917607,-0.041487843633110595,0.0451380632630611
cat__artist_name_Lucas Good vibe,0.29559014245149096,0.07633702921853612,0.030277794808115606,0.011835765207497552,0.012653431624283326,-0.04183988730604687,-0.03999916013648072
cat__artist_name_Lucas Gutierrez,0.40032174431614503,0.06817245065633427,-0.01186631608238498,-0.09095795601382223,0.020838541111239076,0.035759926110612315,-0.004813216456351402
cat__artist_name_Lucas Nunes ( Voz e Violao?),-0.04683171630144959,-0.06223442354237801,0.10721539016709623,0.3077688252485975,0.08763131569167511,0.17666864507827731,-0.043255020493511855
cat__artist_name_Lucas Ramos Ao Vivo,0.0509449238813141,-0.005956651411542857,-0.029498268322119693,-0.11774669179475845,-0.021441327374094196,-0.044709390414269704,-0.049694710569890256
cat__artist_name_Lucas Ricco- Acústico,-0.07050035475653535,-0.005918882335634796,0.11774678864485466,0.2741331087386695,0.07819953023274806,0.19542541767190297,-0.03303557072306184
cat__artist_name_Lucas Rodrigues - Acústico,-3.435226744002433,-1.3176236723578696,-0.17182996234483638,-0.026486693492138697,-0.9710604479055398,-6.394018735936539,-0.7189721850801408
cat__artist_name_Lucas Rodrigues - Acústico Pop Rock,3.7107623893073303,1.2742737166587155,0.2121425384892618,0.057867725863611885,0.9773060122722654,6.3640504354675205,0.86799351498051
cat__artist_name_Lucas Slanzon Jazz Trio,-0.04491228261716707,0.0010656227414051012,0.6865941622741079,-0.6634149457388215,-0.14598521140443976,0.10823578063687125,-0.007015665671584146
cat__artist_name_Lucas Timottio,-0.04755138899367245,-0.050512929338586005,0.061916464690741135,-0.1613986551814406,0.02880523015627783,0.08093432670142434,0.03293972254492806
cat__artist_name_Lucas Velosa,-0.06627523498901029,0.3378785945705121,-0.06567657871791,-0.18365969331324833,0.05532277876761168,-0.039510160173838495,0.041376581974580065
"cat__artist_name_Lucas de Castro apresenta ""Baile do Lucas""",-0.03710259183403676,-0.03530891907448856,0.06503422797287532,-0.037520334141030544,-0.17681872495925738,0.002222571399916999,0.14735714066541092
cat__artist_name_Lucas e Eduardo,-0.05677728554587955,-0.08642281282832015,-0.002700466146375834,0.08817276728443478,0.11721216069126224,-0.20916857584590967,-0.037647396948193905
cat__artist_name_Lucca Castro,-0.04849531437528196,-0.11402290784958818,-0.07758704036782704,-0.023316879639800798,0.01067312892531621,0.1338773058956256,-0.04763418000442089
cat__artist_name_Luccaetadeu,-0.033905201117932875,-0.06510449128400868,-0.09483401291261374,-0.11398999986665985,0.13510564298569924,0.08475407772586757,-0.03852614162836103
cat__artist_name_Luccas Fernandes,0.014435301878087428,-0.036982321204366,-0.0354642779657737,-0.13100161325242557,-0.04024074340168568,0.21538640017963265,0.0005621649537823567
cat__artist_name_Luccas Galante,-0.03106671131567318,-0.06897324669974643,0.1258245382728831,0.2881744525736408,0.07696263859870725,0.13343190785790157,-0.014134879303765203
cat__artist_name_Luccas Simoneto,-0.031001244652941587,-0.07556306196835606,0.11047575273636723,0.27623064716896706,0.09171287057022878,0.15968095762204906,-0.03612781760905435
cat__artist_name_Luciana Pessoa,0.31677917939662464,0.041344223127668896,0.01881863827539778,0.08520605665027857,-0.04704396213549751,-0.07012967808523374,-0.03748678522233075
cat__artist_name_Luciano Araujo,0.029234876227222664,-0.0008432728532537428,-0.06642474089736901,-0.05093422837902216,-0.019610669066568175,-0.014984815668310343,-0.018334731174950016
cat__artist_name_Luciano Senna,-0.0453376922905827,-0.10372341021638544,0.017608887238939143,-0.22143863944984427,0.03489601009134425,0.17488159208126353,-0.0045817682341007075
cat__artist_name_Lucio e Léo,-0.030559459602655704,0.009339483963619319,0.1072355166963069,0.15569534050077385,0.011521369877961773,-0.2141454163678287,-0.033424047548497496
cat__artist_name_Lucyana Villar,-0.032321422451860496,-0.04650357343584216,-0.08631923651932615,-0.08657877964245564,0.1319593976752074,0.048928221939820854,0.00182408473506147
cat__artist_name_Lucylla,-0.06004238830878124,-0.08203456200129088,-0.35218908716663905,0.00602043235713356,-1.2520846284366884,0.6086596104358833,-0.6663095637712255
cat__artist_name_Luh Caroline - Duo,-0.10248725183206597,-0.07227676924454082,0.15127853330763907,-0.23312801764351776,0.048574807085743396,-0.08461581798910342,0.09461889365304163
cat__artist_name_Luik e Raphael,-0.1283257216403739,-0.32162746305428375,-0.44246656715319166,-0.5072860679263349,-0.08278764091571766,0.14653574751165624,0.12058054435280503
cat__artist_name_Luis DiBaviera,-0.01709732683245994,-0.08632520491984261,-0.0921139359265873,0.008415831955282876,-0.15290935004226644,0.01450549729528447,0.014455636568245353
cat__artist_name_Luisinho Magalhães e Banda,-0.04029515320210879,-0.040878842885328684,-0.12774640531140136,-0.13536117576559195,0.17129611601075012,0.08982706518625358,-0.012381752471744785
cat__artist_name_Luiz André Oficial,0.025479244578953085,0.013810348247396288,-0.003696653108864559,0.055784530892639406,-0.05017273440205938,-0.0430734683117512,0.03872373344924679
